paper_id,doi,title,venue,year,topic_decision,triage_decision,topic_bucket,citation_count,priority_score,selection_reason,protected_reasons,must_include,pdf_path
doi:10.1016/j.jenvp.2014.11.006,10.1016/j.jenvp.2014.11.006,Architectural design and the brain: Effects of ceiling height and perceived enclosure on beauty judgments and approach-avoidance decisions,Journal of Environmental Psychology,2014,on_topic,pending,spatial,0,7.200,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.jenvp.2014.11.006.pdf
doi:10.1177/1477153514531518,10.1177/1477153514531518,"Effects of realistic office daylighting and electric lighting conditions on visual comfort, alertness and mood",Lighting Research & Technology,2014,on_topic,pending,light,0,7.200,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_1477153514531518.pdf
doi:10.1016/j.jenvp.2014.04.009,10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,Journal of Environmental Psychology,2014,on_topic,pending,light,0,7.200,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.jenvp.2014.04.009.pdf
doi:10.3390/ijerph10041439,10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,International Journal of Environmental Research and Public Health,2013,on_topic,pending,acoustic,0,6.900,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph10041439.pdf
doi:10.1371/journal.pone.0016429,10.1371/journal.pone.0016429,"Non-Visual Effects of Light on Melatonin, Alertness and Cognitive Performance: Can Blue-Enriched Light Keep Us Alert?",PLoS ONE,2011,on_topic,pending,light,0,6.300,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1371_journal.pone.0016429.pdf
doi:10.1016/j.jenvp.2011.07.002,10.1016/j.jenvp.2011.07.002,Open-plan office noise: Cognitive performance and restoration,Journal of Environmental Psychology,2011,on_topic,pending,acoustic,0,6.300,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.jenvp.2011.07.002.pdf
doi:10.1016/j.apacoust.2011.11.006,10.1016/j.apacoust.2011.11.006,The development and application of the emotional dimensions of a soundscape,Applied Acoustics,2011,on_topic,pending,acoustic,0,6.300,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.apacoust.2011.11.006.pdf
doi:10.4305/metu.jfa.2010.2.17,10.4305/metu.jfa.2010.2.17,The Selection of Materials to Match Human Sensory Adaptation and Aesthetic Expectation in Industrial Design,METU Journal of Faculty of Architecture,2010,on_topic,send_to_eater,cognition,0,6.000,on_topic_pdf,,false,"data/Zuo,_H._(2010)._The_selection_of_materials_to_matc.pdf"
sha256:70a5a275d9cf,10.1024/0040-5930.57.2.71,"C , & Wirz Justice, A  Light, He",Therapeutische Umschau,2010,on_topic,send_to_eater,light,0,6.000,on_topic_pdf,,false,"data/Fournier,_C.,_&_Wirz-Justice,_A._(2010)._Light,_He.pdf"
doi:10.3390/ijerph7031036,10.3390/ijerph7031036,Stress Recovery during Exposure to Nature Sound and Environmental Noise,International Journal of Environmental Research and Public Health,2010,on_topic,pending,acoustic,0,6.000,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph7031036.pdf
sha256:4f30e0b5608b,,Room acoustics and cognitive load when listening to speech,"Publications (Konstfack University of Arts, Crafts, and Design)",2010,on_topic,pending,acoustic,0,6.000,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/Room_acoustics_and_cognitive_load_when_listening_t.pdf
doi:10.5539/jsd.v1n3p3,10.5539/jsd.v1n3p3,Daylight for Energy Savings and Psycho-Physiological Well-Being in Sustainable Built Environments,Journal of Sustainable Development,2009,on_topic,pending,light,0,5.700,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.5539_jsd.v1n3p3.pdf
doi:10.1080/00140130903154579,10.1080/00140130903154579,Effects of acoustic environment on work in private office rooms and open-plan offices – longitudinal study during relocation,Ergonomics,2009,on_topic,pending,acoustic,0,5.700,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_00140130903154579.pdf
doi:10.5271/sjweh.1268,10.5271/sjweh.1268,"Blue-enriched white light in the workplace improves self-reported alertness, performance and sleep quality",Scandinavian Journal of Work Environment & Health,2008,on_topic,pending,other,0,5.400,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.5271_sjweh.1268.pdf
doi:10.1186/1740-3391-5-2,10.1186/1740-3391-5-2,The effect of high correlated colour temperature office lighting on employee wellbeing and work performance,Journal of Circadian Rhythms,2007,on_topic,pending,light,0,5.100,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1186_1740-3391-5-2.pdf
doi:10.1080/00994480.2002.10748396,10.1080/00994480.2002.10748396,Daylighting Impacts on Human Performance in School,Journal of the Illuminating Engineering Society,2002,on_topic,pending,light,0,3.600,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_00994480.2002.10748396.pdf
doi:10.1111/1467-9280.00483,10.1111/1467-9280.00483,A Prospective Study of Some Effects of Aircraft Noise on Cognitive Performance in Schoolchildren,Psychological Science,2002,on_topic,pending,acoustic,0,3.600,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1111_1467-9280.00483.pdf
doi:10.1523/jneurosci.21-16-06405.2001,10.1523/jneurosci.21-16-06405.2001,Action Spectrum for Melatonin Regulation in Humans: Evidence for a Novel Circadian Photoreceptor,Journal of Neuroscience,2001,on_topic,pending,light,0,3.300,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1523_jneurosci.21-16-06405.2001.pdf
doi:10.1080/096132100418500,10.1080/096132100418500,"Green buildings, organizational success and occupant productivity",Building Research &amp; Information,2000,on_topic,send_to_eater,biophilic,0,3.000,on_topic_pdf,,false,"data/Heerwagen,_J._H._(1998)._Design,_productivity_and_.pdf"
doi:10.1006/jevp.1999.0169,10.1006/jevp.1999.0169,"EXERCISED CONTROL, LIGHTING CHOICES, AND ENERGY USE: AN OFFICE SIMULATION EXPERIMENT",Journal of Environmental Psychology,2000,on_topic,pending,light,0,3.000,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1006_jevp.1999.0169.pdf
doi:10.1006/cogp.1998.0681,10.1006/cogp.1998.0681,Contextual Cueing: Implicit Learning and Memory of Visual Context Guides Spatial Attention,Cognitive Psychology,1998,on_topic,pending,cognition,0,2.400,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1006_cogp.1998.0681.pdf
doi:10.1613/jair.301,10.1613/jair.301,Reinforcement Learning: A Survey,Journal of Artificial Intelligence Research,1996,on_topic,pending,other,0,1.800,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1613_jair.301.pdf
doi:10.1016/s0272-4944(05)80184-7,10.1016/s0272-4944(05)80184-7,Stress recovery during exposure to natural and urban environments,Journal of Environmental Psychology,1991,on_topic,pending,restoration,0,0.300,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_s0272-4944(05)80184-7.pdf
doi:10.1177/0013916590225001,10.1177/0013916590225001,Finding the Building in Wayfinding,Environment and Behavior,1990,on_topic,pending,spatial,0,0.000,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_0013916590225001.pdf
doi:10.1007/978-1-4613-3539-9_4,10.1007/978-1-4613-3539-9_4,Aesthetic and Affective Response to Natural Environment,,1983,on_topic,pending,affect,0,0.000,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1007_978-1-4613-3539-9_4.pdf
doi:10.1037/0022-3514.34.3.526,10.1037/0022-3514.34.3.526,Differential response to anticipated crowding: Psychological effects of social and spatial density.,Journal of Personality and Social Psychology,1976,on_topic,pending,spatial,0,0.000,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1037_0022-3514.34.3.526.pdf
doi:10.1111/j.1559-1816.1971.tb00350.x,10.1111/j.1559-1816.1971.tb00350.x,The Effect of Crowding on Human Task Performance<sup>1</sup>,Journal of Applied Social Psychology,1971,on_topic,pending,spatial,0,0.000,on_topic_pdf,,false,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1111_j.1559-1816.1971.tb00350.x.pdf
