paper_id,doi,title,year,venue,status_before,n_tables_before,n_claims_before,article_type_family,article_type_predicted_family,article_type_confidence,article_type_margin,type_review_flags,priority_score,priority_reasons,priority_rank,selected_for_reprocess
zotero:Q5YDAT65,,Evaluation of the Impact of Design Parameters on the Acoustic Environment Perceived by Primary Students,2024,,completed_pdf_extracted,18,59,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,146.900,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,78,yes
doi:10.1073/pnas.2112318119,10.1073/pnas.2112318119,Multiple representations of the body schema for the same body part,2022,,completed_pdf_extracted,18,59,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,146.900,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,79,yes
doi:10.1162/jocn_a_00491,10.1162/jocn_a_00491,Neural Network Configuration and Efficiency Underlies Individual Differences in Spatial Orientation Ability,2014,,completed_pdf_extracted,0,57,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,146.700,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,80,yes
doi:10.3389/fpsyg.2020.560833,10.3389/fpsyg.2020.560833,"Multisensory, Nature-Inspired Recharge Rooms Yield Short-Term Reductions in Perceived Stress Among Frontline Healthcare Workers",2020,Frontiers in Psychology,completed_pdf_extracted,5,56,unknown,empirical_v2,0.5455,1.5,classifier_flagged|low_confidence,146.600,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,81,no
doi:10.1007/978-3-031-41148-9_12,10.1007/978-3-031-41148-9_12,Emotional Response to Different Lighting Conditions,2024,,completed_pdf_extracted,5,114,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,146.400,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,82,no
doi:10.1016/j.healthplace.2013.01.001,10.1016/j.healthplace.2013.01.001,When walking in nature is not restorative-the role of prospect and refuge,2013,,completed_pdf_extracted,0,53,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,146.300,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,83,no
sha256:e4dbc07e38d8,,Human physiological benefits of viewing nature: EEG responses to exact and statistical fractal patterns.,2015,PubMed,completed_pdf_extracted,0,52,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,146.200,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,84,no
doi:10.1177/0013916591231003,10.1177/0013916591231003,Spatial Orientation and the Angularity of Urban Routes: A Field Study,1991,,completed_pdf_no_claims,0,0,unknown,observational_field,0.4545,0.5000,classifier_flagged|low_confidence,146.000,status:no_claims|unknown_with_predicted_family|low_confidence_with_predicted_family,85,no
doi:10.1177/0013916581132004,10.1177/0013916581132004,Evaluating Architectural Legibility: Way-Finding in the Built Environment,1981,,completed_pdf_no_claims,0,0,unknown,observational_field,0.4545,0.5000,classifier_flagged|low_confidence,146.000,status:no_claims|unknown_with_predicted_family|low_confidence_with_predicted_family,86,no
doi:10.1525/collabra.335,10.1525/collabra.335,Probing the Person-Patina Relationship: A Correlational Study on the Psychology of Senescent Environments,2020,,completed_pdf_no_claims,1,0,unknown,thought_piece,0.4545,0.5000,classifier_flagged|low_confidence,146.000,status:no_claims|unknown_with_predicted_family|low_confidence_with_predicted_family,87,no
doi:10.1016/j.landurbplan.2003.11.001,10.1016/j.landurbplan.2003.11.001,"Preferences for and attitudes towards street flowers and trees in Sapporo, Japan",2004,,completed_pdf_no_claims,0,0,unknown,case_study,0.4545,0.5000,classifier_flagged|low_confidence,146.000,status:no_claims|unknown_with_predicted_family|low_confidence_with_predicted_family,88,no
doi:10.1177/0013916519879773,10.1177/0013916519879773,Dealing With Feeling Crowded on Public Transport: The Potential Role of Design,2021,,completed_pdf_no_claims,0,0,unknown,mixed_methods,0.4545,0.5000,classifier_flagged|low_confidence,146.000,status:no_claims|unknown_with_predicted_family|low_confidence_with_predicted_family,89,no
doi:10.1016/j.autcon.2019.102884,10.1016/j.autcon.2019.102884,User-centered interior finishing material selection: An immersive virtual reality-based interactive approach,2019,,completed_pdf_no_claims,0,0,unknown,case_study,0.4545,0.5000,classifier_flagged|low_confidence,146.000,status:no_claims|unknown_with_predicted_family|low_confidence_with_predicted_family,90,no
doi:10.1017/s0140525x00024286,10.1017/s0140525x00024286,Real space and represented space: Cross-cultural perspectives,1989,,completed_pdf_no_claims,61,0,unknown,thought_piece,0.4545,0.5000,classifier_flagged|low_confidence,146.000,status:no_claims|unknown_with_predicted_family|low_confidence_with_predicted_family,91,no
doi:10.1145/2661334.2661380,10.1145/2661334.2661380,"""just let the cane hit it"": how the blind and sighted see navigation differently",2014,,completed_pdf_no_claims,0,0,unknown,interview_study,0.4545,0.5000,classifier_flagged|low_confidence,146.000,status:no_claims|unknown_with_predicted_family|low_confidence_with_predicted_family,92,no
doi:10.1007/s00226-020-01216-y,10.1007/s00226-020-01216-y,Out of the woods: psychophysiological investigations on wood odors to estimate their suitability as ambient scents,2020,Wood Science and Technology,completed_pdf_extracted,0,49,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,145.900,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,93,no
doi:10.1371/journal.pone.0265412,10.1371/journal.pone.0265412,Aesthetic judgment of architecture for Chinese observers,2022,,completed_pdf_extracted,4,49,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,145.900,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,94,no
doi:10.1016/j.buildenv.2021.108733,10.1016/j.buildenv.2021.108733,Acoustic modeling of sequential spaces: A parametric study,2022,,completed_pdf_extracted,5,49,unknown,empirical_v2,0.5455,1.5,classifier_flagged|low_confidence,145.900,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,95,no
doi:10.1177/1478077115625525,10.1177/1478077115625525,Sensory material architectures: Concepts and methodologies for spatial tectonics and tactile responsivity in knitted textile hybrid structures,2016,,completed_pdf_extracted,0,48,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,145.800,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,96,no
doi:10.2139/ssrn.819065,10.2139/ssrn.819065,Measuring Consumer Risk-Return Tradeoffs,2006,,completed_pdf_extracted,0,48,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,145.800,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,97,no
doi:10.1080/02815739708730435,10.1080/02815739708730435,A measure of restorative quality in environments,1997,,completed_pdf_extracted,0,47,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,145.700,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,98,no
doi:10.3390/ijerph182312510,10.3390/ijerph182312510,The Living Space: Psychological Well-Being and Mental Health in Response to Interiors Presented in Virtual Reality,2021,,completed_pdf_extracted,3,104,unknown,empirical_v2,0.2182,0.2,classifier_flagged|low_confidence|low_margin,145.400,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,99,no
doi:10.1111/j.1939-1668.2004.tb00398.x,10.1111/j.1939-1668.2004.tb00398.x,A Cross–Cultural Comparison of Preference for Visual Attributes in Interior Environments: America and China,2004,,completed_pdf_extracted,6,42,unknown,empirical_v2,0.4727,1.1,classifier_flagged|low_confidence,145.200,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,100,no
doi:10.1007/s00426-018-1015-6,10.1007/s00426-018-1015-6,Putting emotions in routes: the influence of emotionally laden landmarks on spatial memory,2019,,completed_pdf_extracted,7,42,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,145.200,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,101,no
doi:10.1068/p5262,10.1068/p5262,Expertise in Pictorial Perception: Eye-Movement Patterns and Visual Memory in Artists and Laymen,2007,,completed_pdf_extracted,12,100,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,145.000,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,102,no
doi:10.3389/fbuil.2024.1431780,10.3389/fbuil.2024.1431780,Exploring building materials: human skin as a sensory reference in the absence of visual cues,2024,,completed_pdf_extracted,6,37,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,144.700,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,103,no
doi:10.1121/1.1490363,10.1121/1.1490363,"Rating, ranking, and understanding acoustical quality in university classrooms",2002,,completed_pdf_extracted,7,37,unknown,empirical_v2,0.5455,1.5,classifier_flagged|low_confidence,144.700,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,104,no
doi:10.1111/joid.12224,10.1111/joid.12224,Recognition Memory for Interior Spaces with Biomorphic or Non–Biomorphic Interior Architectural Elements,2022,,completed_pdf_extracted,3,36,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,144.600,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,105,no
doi:10.11113/jt.v78.8281,10.11113/jt.v78.8281,BIOMORPHIC ARCHITECTURE APPROACH IN BUILDING FORM BASED ON ENVIRONMENTAL CONCERN,2016,,completed_pdf_extracted,2,92,unknown,empirical_v2,0.2182,0.2,classifier_flagged|low_confidence|low_margin,144.200,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,106,no
zotero:878RTY64,,A landscape analysis: Investigating restorative features within urban greening,,,completed_pdf_extracted,38,31,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,144.100,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,107,no
doi:10.1177/1477153509104765,10.1177/1477153509104765,A rules of thumb-based design sequence for diffuse daylight,2010,,completed_pdf_extracted,10,90,unknown,empirical_v2,0.2182,0.2,classifier_flagged|low_confidence|low_margin,144.000,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,108,no
doi:10.1073/pnas.1711416115,10.1073/pnas.1711416115,Perception and misperception of surface opacity,2017,,completed_pdf_extracted,1,30,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,144.000,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,109,no
doi:10.1186/s10086-020-01876-1,10.1186/s10086-020-01876-1,Positive physiological effects of touching sugi (Cryptomeria japonica) with the sole of the feet,2020,,completed_pdf_extracted,0,29,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,143.900,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,110,no
doi:10.1016/j.actpsy.2020.103222,10.1016/j.actpsy.2020.103222,Crossmodal correspondences as common ground for joint action,2021,,completed_pdf_extracted,0,29,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,143.900,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,111,no
doi:10.3389/ffgc.2023.1218134,10.3389/ffgc.2023.1218134,"Effects of forest spatial types, element compositions and forest stands on restorative potential and aesthetic preference",2023,,completed_pdf_extracted,6,26,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,143.600,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,112,no
doi:10.1002/col.20604,10.1002/col.20604,Color emotions for multi‐colored images,2011,,completed_pdf_extracted,0,25,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,143.500,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,113,no
doi:10.1177/074873099129000614,10.1177/074873099129000614,Light and diurnal cycle affect human heart rate: Possible role for the circadian pacemaker,1999,,completed_pdf_extracted,1,81,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,143.100,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,114,no
doi:10.3758/s13421-021-01209-7,10.3758/s13421-021-01209-7,Individual differences in mental imagery in different modalities and levels of intentionality,2022,,completed_pdf_extracted,15,20,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,143.000,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,115,no
doi:10.1093/cercor/bhm007,10.1093/cercor/bhm007,Wavelength-Dependent Modulation of Brain Responses to a Working Memory Task by Daytime Light Exposure,2007,,completed_pdf_extracted,0,19,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,142.900,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,116,no
doi:10.3390/s24123944,10.3390/s24123944,Using Graphs to Perform Effective Sensor-Based Human Activity Recognition in Smart Homes,2024,,completed_pdf_extracted,1,19,unknown,empirical_v2,0.5455,1.5,classifier_flagged|low_confidence,142.900,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,117,no
doi:10.47436/jaars.2022.98893.1051,10.47436/jaars.2022.98893.1051,THE EFFECT OF INTEGRATING THE DESIGN OF THE BUILT ENVIRONMENT WITH NEUROSCIENCE ON DESIGNING LEARNING ENVIRONMENTS FOR CHILDREN IN EARLY CHILDHOOD,2022,,completed_pdf_extracted,3,12,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,142.200,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,118,no
doi:10.1016/j.tecto.2013.01.015,10.1016/j.tecto.2013.01.015,A parametric method to model 3D displacements around faults with volumetric vector fields,2013,,completed_pdf_extracted,1,72,unknown,empirical_v2,0.2182,0.2,classifier_flagged|low_confidence|low_margin,142.200,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,119,no
doi:10.1002/joc.2120,10.1002/joc.2120,Effect of thermal adaptation on seasonal outdoor thermal comfort,2011,,completed_pdf_extracted,11,11,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,142.100,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,120,no
doi:10.1080/00038628.2000.9696909,10.1080/00038628.2000.9696909,Sense of Privacy and Territoriality as a Function of Spatial Layout in University Public Spaces,2000,,completed_pdf_extracted,0,10,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,142.000,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,121,no
doi:10.1037/0033-295x.113.2.358,10.1037/0033-295x.113.2.358,The dynamics of perception and action.,2006,,completed_pdf_extracted,16,1001,unknown,theoretical,0.4545,1.0000,classifier_flagged|low_confidence,142.000,status:extracted|unknown_with_predicted_family|predicted_theoretical|high_margin|low_confidence_with_predicted_family|claim_volume,122,no
zotero:MRZL6AGQ,,Creating a psychologically supportive environment through aural architecture,2017,,completed_pdf_extracted,30,69,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,141.900,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,123,no
doi:10.3390/buildings14041115,10.3390/buildings14041115,"Impacts of Static Lighting in Confined Spaces on the Circadian Parameters, Alertness, Performance and Well-Being",2024,,completed_pdf_extracted,3,8,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,141.800,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,124,no
doi:10.1080/10911359.2019.1579149,10.1080/10911359.2019.1579149,Crowding density in urban environment and its effects on emotional responding of pedestrians: Using wearable device technology with sensors capturing proximity and psychophysiological emotion responses while walking in the street,2019,,completed_pdf_extracted,0,67,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,141.700,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,125,no
doi:10.1177/2158244012445585,10.1177/2158244012445585,Illuminating the Effects of Dynamic Lighting on Student Learning,2012,,completed_pdf_extracted,2,6,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,141.600,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,126,no
doi:10.3390/gels4020043,10.3390/gels4020043,Advanced Recycled Polyethylene Terephthalate Aerogels from Plastic Waste for Acoustic and Thermal Insulation Applications,2018,,completed_pdf_extracted,4,5,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,141.500,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,127,no
doi:10.1111/joid.12165,10.1111/joid.12165,"Architectural Design Characteristics, Uses, and Perceptions of Community Spaces in Permanent Supportive Housing",2020,,completed_pdf_extracted,8,65,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,141.500,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,128,no
doi:10.1177/2398212818810686,10.1177/2398212818810686,Cognitive representations of spatial location,2018,,completed_pdf_extracted,2,5,unknown,empirical_v2,0.5455,1.5,classifier_flagged|low_confidence,141.500,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,129,no
doi:10.3390/ijerph7031036,10.3390/ijerph7031036,Stress Recovery during Exposure to Nature Sound and Environmental Noise,2010,International Journal of Environmental Research and Public Health,completed_pdf_extracted,5,4,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,141.400,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,130,no
zotero:L6ELI5MM,10.1016/j.heliyon.2024.e28340,"The impact of room shape on affective states, heartrate, and creative output",2024,Heliyon,completed_pdf_extracted,0,64,unknown,empirical_v2,0.2182,0.2,classifier_flagged|low_confidence|low_margin,141.400,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,131,no
doi:10.3390/ijerph14070801,10.3390/ijerph14070801,Physiological Effects of Touching Wood,2017,,completed_pdf_extracted,4,4,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,141.400,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,132,no
zotero:RDW5IMHH,,Spatial familiarity as a dimension of wayfinding,2001,,completed_pdf_extracted,3,3,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,141.300,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,133,no
doi:10.1038/s41562-019-0718-z,10.1038/s41562-019-0718-z,Age-related preference for geometric spatial cues during real-world navigation,2020,,completed_pdf_extracted,10,3,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,141.300,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,134,no
doi:10.3390/ijerph14070773,10.3390/ijerph14070773,Physiological Effects of Touching Coated Wood,2017,,completed_pdf_extracted,2,2,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,141.200,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,135,no
doi:10.1073/pnas.1418490112,10.1073/pnas.1418490112,"Evening use of light-emitting eReaders negatively affects sleep, circadian timing, and next-morning alertness",2015,,completed_pdf_extracted,2,1,unknown,empirical_v2,0.5455,1.5,classifier_flagged|low_confidence,141.100,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,136,no
doi:10.1177/1745691615576761,10.1177/1745691615576761,The Psychology of Home Environments: A Call for Research on Residential Space,2015,,completed_pdf_extracted,1,1,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,141.100,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,137,no
doi:10.1167/10.9.6,10.1167/10.9.6,Highlight–shading relationship as a cue for the perception of translucent and transparent materials,2010,,completed_pdf_extracted,9,1,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,141.100,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,138,no
doi:10.48550/arxiv.2102.03629,10.48550/arxiv.2102.03629,EEG-based Investigation of the Impact of Classroom Design on Cognitive Performance of Students,2021,,completed_pdf_extracted,3,1,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,141.100,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,139,no
doi:10.7554/elife.07865,10.7554/elife.07865,On the dimensionality of odor space,2015,,completed_pdf_extracted,0,1,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,141.100,status:extracted|unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,140,no
doi:10.1007/s00226-022-01419-5,10.1007/s00226-022-01419-5,Effects of visual stimulation using wooden-wall images with different amounts of knots on psychological and physiological responses,2022,,completed_pdf_extracted,0,55,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,140.500,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,141,no
doi:10.1111/j.1467-9280.2008.02038.x,10.1111/j.1467-9280.2008.02038.x,Cultural Influences on Neural Substrates of Attentional Control,2008,,completed_pdf_extracted,0,54,unknown,empirical_v2,0.2182,0.2,classifier_flagged|low_confidence|low_margin,140.400,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,142,no
doi:10.1177/0013916502238868,10.1177/0013916502238868,Just Down The Road A Piece: The Development of Topological Knowledge of Building Layouts,2003,,completed_pdf_extracted,8,48,unknown,empirical_v2,0.2182,0.2,classifier_flagged|low_confidence|low_margin,139.800,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,143,no
zotero:LET7QMBL,,"Materials, Time and Emotion: how materials change in time?",2015,,completed_pdf_extracted,9,48,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,139.800,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,144,no
doi:10.1111/jsr.12050,10.1111/jsr.12050,Acute exposure to evening blue‐enriched light impacts on human sleep,2013,,completed_pdf_extracted,0,44,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,139.400,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,145,no
doi:10.3390/su162310251,10.3390/su162310251,Color as a Key Factor in Creating Sustainable Living Spaces for Seniors,2024,,completed_pdf_extracted,2,41,unknown,empirical_v2,0.3273,0.3,classifier_flagged|low_confidence|low_margin,139.100,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,146,no
doi:10.1177/1351010x18757353,10.1177/1351010x18757353,Evaluation of the influence of building façade design on the acoustic characteristics and auditory perception of urban spaces,2018,,completed_pdf_extracted,6,20,unknown,empirical_v2,0.4000,0.7000,classifier_flagged|low_confidence,139.000,status:extracted|unknown_with_predicted_family|predicted_empirical|mid_margin|low_confidence_with_predicted_family|claim_volume,147,no
doi:10.1017/s1930297500008317,10.1017/s1930297500008317,When two wrongs make a right: The efficiency-consumption gap under separate vs. joint evaluations,2021,,completed_pdf_extracted,2,38,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,138.800,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,148,no
doi:10.1111/j.1559-1816.1971.tb00350.x,10.1111/j.1559-1816.1971.tb00350.x,The Effect of Crowding on Human Task Performance<sup>1</sup>,1971,Journal of Applied Social Psychology,completed_pdf_extracted,4,34,unknown,empirical_v2,0.2182,0.2,classifier_flagged|low_confidence|low_margin,138.400,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,149,no
doi:10.1177/0143624418754497,10.1177/0143624418754497,Establishing psychological wellbeing metrics for the built environment,2018,,completed_pdf_extracted,1,34,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,138.400,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,150,no
doi:10.1177/00139160121972936,10.1177/00139160121972936,Residential Density and Psychological Health among Children in Low-Income Families,2001,,completed_pdf_extracted,0,34,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,138.400,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,151,no
doi:10.1007/s11229-019-02131-x,10.1007/s11229-019-02131-x,The material reasoning of folding paper,2021,,completed_pdf_extracted,4,34,unknown,empirical_v2,0.2182,0.2,classifier_flagged|low_confidence|low_margin,138.400,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,152,no
doi:10.1093/jurban/jtg063,10.1093/jurban/jtg063,The built environment and mental health.,2003,Journal of urban health : bulletin of the New York Academy of Medicine,completed_pdf_extracted,0,30,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,138.000,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,153,no
doi:10.26204/kluedo/7316,10.26204/kluedo/7316,Exploring effects of lighting in physical and virtual spaces,2023,,completed_pdf_extracted,19,617,unknown,narrative_review,0.3636,0.0000,classifier_flagged|low_confidence|low_margin,138.000,status:extracted|unknown_with_predicted_family|predicted_synthesis|low_margin_flag|low_confidence_with_predicted_family|claim_volume,154,no
doi:10.17179/excli2021-3974,10.17179/excli2021-3974,Effect of warm/cool white lights on visual perception and mood in warm/cool color environments,2021,,completed_pdf_extracted,7,28,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,137.800,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,155,no
doi:10.1152/ajpregu.00121.2005,10.1152/ajpregu.00121.2005,Time-of-day-dependent effects of bright light exposure on human psychophysiology: comparison of daytime and nighttime exposure,2006,,completed_pdf_extracted,1,19,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,136.900,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,156,no
