paper_id,source_table_id,source_table_row,claim_id,claim_type,row_status,reasons,source_informative,statement_informative,overlap_ratio,env_resolved,out_resolved,effect_known,translation_status,translation_confidence,translation_warnings,needs_verification,quality_flag,statement,source_quote
doi:10.1037/aca0000359,TBL-20260216231022-003,3,doi:10.1037/aca0000359-TBL-C015,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,Spatial Quality: Neutral; Daylight colour temperature: 8; High colour temperature: 8; Low colour temperature: 24,Spatial Quality: Neutral; Daylight colour temperature: 8; High colour temperature: 8; Low colour temperature: 24
doi:10.1037/aca0000359,TBL-20260216231022-003,4,doi:10.1037/aca0000359-TBL-C016,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,Spatial Quality: Somewhat spacious; Daylight colour temperature: 81; High colour temperature: 64; Low colour temperature: 23,Spatial Quality: Somewhat spacious; Daylight colour temperature: 81; High colour temperature: 64; Low colour temperature: 23
doi:10.1037/aca0000359,TBL-20260216231022-003,5,doi:10.1037/aca0000359-TBL-C017,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,Spatial Quality: Very spacious; Daylight colour temperature: 14; High colour temperature: 42; Low colour temperature: 4,Spatial Quality: Very spacious; Daylight colour temperature: 14; High colour temperature: 42; Low colour temperature: 4
doi:10.1037/aca0000359,TBL-20260216231022-003,6,doi:10.1037/aca0000359-TBL-C018,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,Spatial Quality: Amount of natural light entering the classroom studio,Spatial Quality: Amount of natural light entering the classroom studio
doi:10.1037/aca0000359,TBL-20260216231022-003,7,doi:10.1037/aca0000359-TBL-C019,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,Spatial Quality: Very little natural light; Daylight colour temperature: 4; High colour temperature: 8; Low colour temperature: 38,Spatial Quality: Very little natural light; Daylight colour temperature: 4; High colour temperature: 8; Low colour temperature: 38
doi:10.1037/aca0000359,TBL-20260216231022-003,8,doi:10.1037/aca0000359-TBL-C020,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,Spatial Quality: Somewhat little natural light; Daylight colour temperature: 7; High colour temperature: 9; Low colour temperature: 50,Spatial Quality: Somewhat little natural light; Daylight colour temperature: 7; High colour temperature: 9; Low colour temperature: 50
doi:10.1037/aca0000359,TBL-20260216231022-003,9,doi:10.1037/aca0000359-TBL-C021,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,Spatial Quality: Neutral; Daylight colour temperature: 8; High colour temperature: 6; Low colour temperature: 16,Spatial Quality: Neutral; Daylight colour temperature: 8; High colour temperature: 6; Low colour temperature: 16
doi:10.1037/aca0000359,TBL-20260216231022-003,10,doi:10.1037/aca0000359-TBL-C022,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,Spatial Quality: Somewhat ample natural light; Daylight colour temperature: 68; High colour temperature: 71; Low colour temperature: 17,Spatial Quality: Somewhat ample natural light; Daylight colour temperature: 68; High colour temperature: 71; Low colour temperature: 17
doi:10.1037/aca0000359,TBL-20260216231022-003,11,doi:10.1037/aca0000359-TBL-C023,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,Spatial Quality: Very ample natural light; Daylight colour temperature: 37; High colour temperature: 30; Low colour temperature: 3,Spatial Quality: Very ample natural light; Daylight colour temperature: 37; High colour temperature: 30; Low colour temperature: 3
doi:10.1037/aca0000359,TBL-20260216231022-003,12,doi:10.1037/aca0000359-TBL-C024,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,Spatial Quality: Brightness level in the classroom studio,Spatial Quality: Brightness level in the classroom studio
doi:10.1037/aca0000359,TBL-20260216231022-003,13,doi:10.1037/aca0000359-TBL-C025,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,Spatial Quality: Very dim; Daylight colour temperature: 2; High colour temperature: 4; Low colour temperature: 21,Spatial Quality: Very dim; Daylight colour temperature: 2; High colour temperature: 4; Low colour temperature: 21
doi:10.1037/aca0000359,TBL-20260216231022-003,14,doi:10.1037/aca0000359-TBL-C026,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,Spatial Quality: Somewhat dim; Daylight colour temperature: 6; High colour temperature: 14; Low colour temperature: 58,Spatial Quality: Somewhat dim; Daylight colour temperature: 6; High colour temperature: 14; Low colour temperature: 58
doi:10.1037/aca0000359,TBL-20260216231022-003,15,doi:10.1037/aca0000359-TBL-C027,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,Spatial Quality: Neutral; Daylight colour temperature: 14; High colour temperature: 6; Low colour temperature: 24,Spatial Quality: Neutral; Daylight colour temperature: 14; High colour temperature: 6; Low colour temperature: 24
doi:10.1037/aca0000359,TBL-20260216231022-003,16,doi:10.1037/aca0000359-TBL-C028,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,Spatial Quality: Somewhat bright; Daylight colour temperature: 46; High colour temperature: 69; Low colour temperature: 14,Spatial Quality: Somewhat bright; Daylight colour temperature: 46; High colour temperature: 69; Low colour temperature: 14
doi:10.1037/aca0000359,TBL-20260216231022-003,17,doi:10.1037/aca0000359-TBL-C029,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,Spatial Quality: Very bright; Daylight colour temperature: 56; High colour temperature: 31; Low colour temperature: 7,Spatial Quality: Very bright; Daylight colour temperature: 56; High colour temperature: 31; Low colour temperature: 7
doi:10.1037/aca0000359,TBL-20260216231022-004,0,doi:10.1037/aca0000359-TBL-C030,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,Social Adaptation: Felt comfortable in the classroom studio,Social Adaptation: Felt comfortable in the classroom studio
doi:10.1037/aca0000359,TBL-20260216231022-004,1,doi:10.1037/aca0000359-TBL-C031,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,Social Adaptation: Very uncomfortable; Daylight colour temperature: 6; High colour temperature: 0; Low colour temperature: 22,Social Adaptation: Very uncomfortable; Daylight colour temperature: 6; High colour temperature: 0; Low colour temperature: 22
doi:10.1037/aca0000359,TBL-20260216231022-004,2,doi:10.1037/aca0000359-TBL-C032,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,Social Adaptation: Somewhat uncomfortable; Daylight colour temperature: 40; High colour temperature: 9; Low colour temperature: 57,Social Adaptation: Somewhat uncomfortable; Daylight colour temperature: 40; High colour temperature: 9; Low colour temperature: 57
doi:10.1037/aca0000359,TBL-20260216231022-004,3,doi:10.1037/aca0000359-TBL-C033,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,Social Adaptation: Neutral; Daylight colour temperature: 19; High colour temperature: 6; Low colour temperature: 23,Social Adaptation: Neutral; Daylight colour temperature: 19; High colour temperature: 6; Low colour temperature: 23
doi:10.1037/aca0000359,TBL-20260216231022-004,4,doi:10.1037/aca0000359-TBL-C034,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,Social Adaptation: Somewhat comfortable; Daylight colour temperature: 51; High colour temperature: 73; Low colour temperature: 18,Social Adaptation: Somewhat comfortable; Daylight colour temperature: 51; High colour temperature: 73; Low colour temperature: 18
doi:10.1037/aca0000359,TBL-20260216231022-004,5,doi:10.1037/aca0000359-TBL-C035,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,Social Adaptation: Very comfortable; Daylight colour temperature: 8; High colour temperature: 36; Low colour temperature: 4,Social Adaptation: Very comfortable; Daylight colour temperature: 8; High colour temperature: 36; Low colour temperature: 4
doi:10.1037/aca0000359,TBL-20260216231022-004,6,doi:10.1037/aca0000359-TBL-C036,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,Social Adaptation: Easy to collaborate with your peers in the classroom studio,Social Adaptation: Easy to collaborate with your peers in the classroom studio
doi:10.1037/aca0000359,TBL-20260216231022-004,7,doi:10.1037/aca0000359-TBL-C037,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,Social Adaptation: Very difficult; Daylight colour temperature: 1; High colour temperature: 2; Low colour temperature: 37,Social Adaptation: Very difficult; Daylight colour temperature: 1; High colour temperature: 2; Low colour temperature: 37
doi:10.1037/aca0000359,TBL-20260216231022-004,8,doi:10.1037/aca0000359-TBL-C038,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,Social Adaptation: Somewhat difficult; Daylight colour temperature: 33; High colour temperature: 16; Low colour temperature: 42,Social Adaptation: Somewhat difficult; Daylight colour temperature: 33; High colour temperature: 16; Low colour temperature: 42
doi:10.1037/aca0000359,TBL-20260216231022-004,9,doi:10.1037/aca0000359-TBL-C039,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,Social Adaptation: Neutral; Daylight colour temperature: 26; High colour temperature: 7; Low colour temperature: 22,Social Adaptation: Neutral; Daylight colour temperature: 26; High colour temperature: 7; Low colour temperature: 22
doi:10.1037/aca0000359,TBL-20260216231022-004,10,doi:10.1037/aca0000359-TBL-C040,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,Social Adaptation: Somewhat easy; Daylight colour temperature: 59; High colour temperature: 70; Low colour temperature: 19,Social Adaptation: Somewhat easy; Daylight colour temperature: 59; High colour temperature: 70; Low colour temperature: 19
doi:10.1037/aca0000359,TBL-20260216231022-004,11,doi:10.1037/aca0000359-TBL-C041,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,Social Adaptation: Very easy; Daylight colour temperature: 5; High colour temperature: 29; Low colour temperature: 4,Social Adaptation: Very easy; Daylight colour temperature: 5; High colour temperature: 29; Low colour temperature: 4
doi:10.1037/aca0000359,TBL-20260216231022-004,12,doi:10.1037/aca0000359-TBL-C042,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,Social Adaptation: Feel distracted by external factors in the classroom studio,Social Adaptation: Feel distracted by external factors in the classroom studio
doi:10.1037/aca0000359,TBL-20260216231022-004,13,doi:10.1037/aca0000359-TBL-C043,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,Social Adaptation: Very often; Daylight colour temperature: 5; High colour temperature: 2; Low colour temperature: 21,Social Adaptation: Very often; Daylight colour temperature: 5; High colour temperature: 2; Low colour temperature: 21
doi:10.1037/aca0000359,TBL-20260216231022-004,14,doi:10.1037/aca0000359-TBL-C044,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,Social Adaptation: Somewhat often; Daylight colour temperature: 35; High colour temperature: 13; Low colour temperature: 49,Social Adaptation: Somewhat often; Daylight colour temperature: 35; High colour temperature: 13; Low colour temperature: 49
doi:10.1037/aca0000359,TBL-20260216231022-004,15,doi:10.1037/aca0000359-TBL-C045,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,Social Adaptation: Neutral; Daylight colour temperature: 19; High colour temperature: 8; Low colour temperature: 30,Social Adaptation: Neutral; Daylight colour temperature: 19; High colour temperature: 8; Low colour temperature: 30
doi:10.1037/aca0000359,TBL-20260216231022-004,16,doi:10.1037/aca0000359-TBL-C046,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,Social Adaptation: Rarely; Daylight colour temperature: 47; High colour temperature: 83; Low colour temperature: 19,Social Adaptation: Rarely; Daylight colour temperature: 47; High colour temperature: 83; Low colour temperature: 19
doi:10.1037/aca0000359,TBL-20260216231022-004,17,doi:10.1037/aca0000359-TBL-C047,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,Social Adaptation: Very rarely; Daylight colour temperature: 18; High colour temperature: 18; Low colour temperature: 5,Social Adaptation: Very rarely; Daylight colour temperature: 18; High colour temperature: 18; Low colour temperature: 5
doi:10.1037/aca0000359,TBL-20260216231023-005,0,doi:10.1037/aca0000359-TBL-C048,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved,Individual Productivity: Motivated to work in the classroom studio,Individual Productivity: Motivated to work in the classroom studio
doi:10.1037/aca0000359,TBL-20260216231023-005,1,doi:10.1037/aca0000359-TBL-C049,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred,Individual Productivity: Very unmotivated; Daylight colour temperature: 18; High colour temperature: 2; Low colour temperature: 24,Individual Productivity: Very unmotivated; Daylight colour temperature: 18; High colour temperature: 2; Low colour temperature: 24
doi:10.1037/aca0000359,TBL-20260216231023-005,2,doi:10.1037/aca0000359-TBL-C050,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred,Individual Productivity: Somewhat unmotivated; Daylight colour temperature: 38; High colour temperature: 7; Low colour temperature: 58,Individual Productivity: Somewhat unmotivated; Daylight colour temperature: 38; High colour temperature: 7; Low colour temperature: 58
doi:10.1037/aca0000359,TBL-20260216231023-005,3,doi:10.1037/aca0000359-TBL-C051,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred,Individual Productivity: Neutral; Daylight colour temperature: 19; High colour temperature: 7; Low colour temperature: 23,Individual Productivity: Neutral; Daylight colour temperature: 19; High colour temperature: 7; Low colour temperature: 23
doi:10.1037/aca0000359,TBL-20260216231023-005,4,doi:10.1037/aca0000359-TBL-C052,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred,Individual Productivity: Somewhat motivated; Daylight colour temperature: 38; High colour temperature: 67; Low colour temperature: 15,Individual Productivity: Somewhat motivated; Daylight colour temperature: 38; High colour temperature: 67; Low colour temperature: 15
doi:10.1037/aca0000359,TBL-20260216231023-005,5,doi:10.1037/aca0000359-TBL-C053,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred,Individual Productivity: Very motivated; Daylight colour temperature: 11; High colour temperature: 41; Low colour temperature: 4,Individual Productivity: Very motivated; Daylight colour temperature: 11; High colour temperature: 41; Low colour temperature: 4
doi:10.1037/aca0000359,TBL-20260216231023-005,6,doi:10.1037/aca0000359-TBL-C054,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved,Individual Productivity: Efficiency when completing tasks in the classroom studio,Individual Productivity: Efficiency when completing tasks in the classroom studio
doi:10.1037/aca0000359,TBL-20260216231023-005,7,doi:10.1037/aca0000359-TBL-C055,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred,Individual Productivity: Very inefficient; Daylight colour temperature: 9; High colour temperature: 2; Low colour temperature: 40,Individual Productivity: Very inefficient; Daylight colour temperature: 9; High colour temperature: 2; Low colour temperature: 40
doi:10.1037/aca0000359,TBL-20260216231023-005,8,doi:10.1037/aca0000359-TBL-C056,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred,Individual Productivity: Somewhat inefficient; Daylight colour temperature: 50; High colour temperature: 5; Low colour temperature: 44,Individual Productivity: Somewhat inefficient; Daylight colour temperature: 50; High colour temperature: 5; Low colour temperature: 44
doi:10.1037/aca0000359,TBL-20260216231023-005,9,doi:10.1037/aca0000359-TBL-C057,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred,Individual Productivity: Neutral; Daylight colour temperature: 28; High colour temperature: 7; Low colour temperature: 20,Individual Productivity: Neutral; Daylight colour temperature: 28; High colour temperature: 7; Low colour temperature: 20
doi:10.1037/aca0000359,TBL-20260216231023-005,10,doi:10.1037/aca0000359-TBL-C058,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred,Individual Productivity: Somewhat efficient; Daylight colour temperature: 35; High colour temperature: 82; Low colour temperature: 18,Individual Productivity: Somewhat efficient; Daylight colour temperature: 35; High colour temperature: 82; Low colour temperature: 18
doi:10.1037/aca0000359,TBL-20260216231023-005,11,doi:10.1037/aca0000359-TBL-C059,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred,Individual Productivity: Very efficient; Daylight colour temperature: 2; High colour temperature: 28; Low colour temperature: 2,Individual Productivity: Very efficient; Daylight colour temperature: 2; High colour temperature: 28; Low colour temperature: 2
doi:10.1037/aca0000359,TBL-20260216231023-005,12,doi:10.1037/aca0000359-TBL-C060,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved,Individual Productivity: Feel fatigued or tired in the classroom studio,Individual Productivity: Feel fatigued or tired in the classroom studio
doi:10.1037/aca0000359,TBL-20260216231023-005,13,doi:10.1037/aca0000359-TBL-C061,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred,Individual Productivity: Very often; Daylight colour temperature: 9; High colour temperature: 12; Low colour temperature: 24,Individual Productivity: Very often; Daylight colour temperature: 9; High colour temperature: 12; Low colour temperature: 24
doi:10.1037/aca0000359,TBL-20260216231023-005,14,doi:10.1037/aca0000359-TBL-C062,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred,Individual Productivity: Somewhat often; Daylight colour temperature: 50; High colour temperature: 19; Low colour temperature: 53,Individual Productivity: Somewhat often; Daylight colour temperature: 50; High colour temperature: 19; Low colour temperature: 53
doi:10.1037/aca0000359,TBL-20260216231023-005,15,doi:10.1037/aca0000359-TBL-C063,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred,Individual Productivity: Neutral; Daylight colour temperature: 27; High colour temperature: 7; Low colour temperature: 29,Individual Productivity: Neutral; Daylight colour temperature: 27; High colour temperature: 7; Low colour temperature: 29
doi:10.1037/aca0000359,TBL-20260216231023-005,16,doi:10.1037/aca0000359-TBL-C064,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred,Individual Productivity: Rarely; Daylight colour temperature: 30; High colour temperature: 81; Low colour temperature: 14,Individual Productivity: Rarely; Daylight colour temperature: 30; High colour temperature: 81; Low colour temperature: 14
doi:10.1037/aca0000359,TBL-20260216231023-005,17,doi:10.1037/aca0000359-TBL-C065,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred,Individual Productivity: Very rarely; Daylight colour temperature: 8; High colour temperature: 5; Low colour temperature: 4,Individual Productivity: Very rarely; Daylight colour temperature: 8; High colour temperature: 5; Low colour temperature: 4
doi:10.1037/aca0000359,TBL-20260216231023-006,0,doi:10.1037/aca0000359-TBL-C066,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,: Low colour temperature; Individual Productivity: Daylight colour temperature,: Low colour temperature; Individual Productivity: Daylight colour temperature
doi:10.1037/aca0000359,TBL-20260216231023-006,1,doi:10.1037/aca0000359-TBL-C067,finding,verified_weak,source_row_low_information|statement_low_information|translation_status:inferred,false,false,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved,: .911**; Individual Productivity: .319**,: .911**; Individual Productivity: .319**
doi:10.1037/aca0000359,TBL-20260216231023-006,2,doi:10.1037/aca0000359-TBL-C068,finding,verified_weak,source_row_low_information|statement_low_information|translation_status:inferred,false,false,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved,: .000; Individual Productivity: .000,: .000; Individual Productivity: .000
doi:10.1037/aca0000359,TBL-20260216231023-006,3,doi:10.1037/aca0000359-TBL-C069,finding,verified_weak,source_row_low_information|statement_low_information|translation_status:inferred,false,false,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved,: .895**; Individual Productivity: .266**,: .895**; Individual Productivity: .266**
doi:10.1037/aca0000359,TBL-20260216231023-006,4,doi:10.1037/aca0000359-TBL-C070,finding,verified_weak,source_row_low_information|statement_low_information|translation_status:inferred,false,false,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved,: .000; Individual Productivity: .003,: .000; Individual Productivity: .003
doi:10.1038/s41562-019-0718-z,TBL-20260216231044-002,0,doi:10.1038/s41562-019-0718-z-TBL-C001,finding,suspect_table,effect_unknown|low_statement_source_overlap|outcome_unresolved|source_row_low_information|translation_status:untranslatable_noise,false,true,0.0000,true,false,false,untranslatable_noise,0,low_information_source|outcome_unresolved,true,needs_article_type_verification|translation_untranslatable_noise|outcome_unresolved|low_information_source|garbled_statement,Table extraction text is low quality; manual verification required.,a: b′; b: a′
doi:10.1038/s41562-019-0718-z,TBL-20260216231045-003,2,doi:10.1038/s41562-019-0718-z-TBL-C002,finding,suspect_table,effect_unknown|low_statement_source_overlap|outcome_unresolved|source_row_low_information|translation_status:untranslatable_noise,false,true,0.0000,true,false,false,untranslatable_noise,0,low_information_source|outcome_unresolved,true,needs_article_type_verification|translation_untranslatable_noise|outcome_unresolved|low_information_source|garbled_statement,Table extraction text is low quality; manual verification required.,: 6
doi:10.1038/s41562-019-0718-z,TBL-20260216231045-003,3,doi:10.1038/s41562-019-0718-z-TBL-C003,finding,suspect_table,effect_unknown|low_statement_source_overlap|outcome_unresolved|source_row_low_information|translation_status:untranslatable_noise,false,true,0.0000,true,false,false,untranslatable_noise,0,low_information_source|outcome_unresolved,true,needs_article_type_verification|translation_untranslatable_noise|outcome_unresolved|low_information_source|garbled_statement,Table extraction text is low quality; manual verification required.,: V3
doi:10.1038/s41598-022-20649-y,TBL-20260216231046-001,0,doi:10.1038/s41598-022-20649-y-TBL-C001,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,translation_inferred,Measure: EEG; Variable: SNR; Hypothesis: (GroupWalking)> 0; Estimate: 1.004; Est. error: 0.865,Measure: EEG; Variable: SNR; Hypothesis: (GroupWalking)> 0; Estimate: 1.004; Est. error: 0.865
doi:10.1038/s41598-022-20649-y,TBL-20260216231046-001,1,doi:10.1038/s41598-022-20649-y-TBL-C002,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,translation_inferred|outcome_unresolved,Measure: EDA; Variable: SCL; Hypothesis: (GroupWalking)> 0; Estimate: 0.337; Est. error: 0.101,Measure: EDA; Variable: SCL; Hypothesis: (GroupWalking)> 0; Estimate: 0.337; Est. error: 0.101
doi:10.1038/s41598-022-20649-y,TBL-20260216231046-001,2,doi:10.1038/s41598-022-20649-y-TBL-C003,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,translation_inferred|outcome_unresolved,"Variable: ISCR; Hypothesis: (GroupWalking)> 0; Estimate: 0.513; Est. error: 0.331; 95% CI: [− 0.030, 1.045]","Variable: ISCR; Hypothesis: (GroupWalking)> 0; Estimate: 0.513; Est. error: 0.331; 95% CI: [− 0.030, 1.045]"
doi:10.1038/s41598-022-20649-y,TBL-20260216231046-001,3,doi:10.1038/s41598-022-20649-y-TBL-C004,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,translation_inferred,Measure: Presence; Variable: MEC_SPQ; Hypothesis: (GroupWalking) > 0; Estimate: 0.001; Est. error: 0.195,Measure: Presence; Variable: MEC_SPQ; Hypothesis: (GroupWalking) > 0; Estimate: 0.001; Est. error: 0.195
doi:10.1038/s41598-022-20649-y,TBL-20260216231047-002,0,doi:10.1038/s41598-022-20649-y-TBL-C005,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,translation_inferred|outcome_unresolved,"Contrast: Gr–IC; Group: Stand; Median: 7.529; SD: 1.036; 95% CI: [5.577,9.579]","Contrast: Gr–IC; Group: Stand; Median: 7.529; SD: 1.036; 95% CI: [5.577,9.579]"
doi:10.1038/s41598-022-20649-y,TBL-20260216231047-002,1,doi:10.1038/s41598-022-20649-y-TBL-C006,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,translation_inferred|outcome_unresolved,"Contrast: Gr–IC; Group: Walk; Median: 5.879; SD: 0.984; 95% CI: [4.117,7.942]","Contrast: Gr–IC; Group: Walk; Median: 5.879; SD: 0.984; 95% CI: [4.117,7.942]"
doi:10.1038/s41598-022-20649-y,TBL-20260216231047-002,2,doi:10.1038/s41598-022-20649-y-TBL-C007,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,translation_inferred|outcome_unresolved,"Contrast: Gr–IU; Group: Stand; Median: 4.064; SD: 0.673; 95% CI: [2.792,5.475]","Contrast: Gr–IU; Group: Stand; Median: 4.064; SD: 0.673; 95% CI: [2.792,5.475]"
doi:10.1038/s41598-022-20649-y,TBL-20260216231047-002,3,doi:10.1038/s41598-022-20649-y-TBL-C008,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,translation_inferred|outcome_unresolved,"Contrast: Gr–IU; Group: Walk; Median: 3.412; SD: 0.666; 95% CI: [2.114,4.711]","Contrast: Gr–IU; Group: Walk; Median: 3.412; SD: 0.666; 95% CI: [2.114,4.711]"
doi:10.1038/s41598-022-20649-y,TBL-20260216231047-002,4,doi:10.1038/s41598-022-20649-y-TBL-C009,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,translation_inferred|outcome_unresolved,"Contrast: Gr–OC; Group: Stand; Median: 5.958; SD: 0.855; 95% CI: [4.279,7.617]","Contrast: Gr–OC; Group: Stand; Median: 5.958; SD: 0.855; 95% CI: [4.279,7.617]"
