paper_id,claim_id,claim_type,node_id,statement,ae_confidence,node_type,article_type_family,template_version,environment_variable,outcome_variable,environment_candidates,outcome_candidates,environment_canonical_id,outcome_canonical_id,environment_resolution_confidence,outcome_resolution_confidence,environment_resolution_match_type,outcome_resolution_match_type,environment_node_id,outcome_node_id,effect_direction,edge_id,edge_type,source_node_id,target_node_id,weight,evidence_basis,needs_verification,justification,relation_type_hint,relation_strength_hint,relation_provenance_hint,argument_relation_type,causal_level,argument_scheme,theory_name,target_paper_id,citation_text,citation_doi,citation_context,citation_match_confidence,citation_match_type,source_section,source_page_start,source_page_end,source_quote,source_quote_hash,source_table_id,source_table_row,quality_flag,source,evidence_level,provenance_tier,requires_pdf_confirmation,source_zone,extraction_difficulty,processed_at,article_type_needs_review
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C040,finding,doi:10.1016/j.erss.2016.02.008-TBL-C040,col_1: G.M. Huebner et al. / Energy Research & Social Science; col_2: 15 (2016) 45–57 53,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,col huebner energy,social,['col huebner energy'],['social'],UNRESOLVED:environment:col_huebner_energy,social,0.0,1.0,unresolved,exact,env.unresolved.col_huebner_energy,out.social,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C040,COHERENCE_SUPPORT,env.unresolved.col_huebner_energy,out.social,0.4,explicit_statement,false,col_1: G.M. Huebner et al. / Energy Research & Social Science; col_2: 15 (2016) 45–57 53,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,col_1: G.M. Huebner et al. / Energy Research & Social Science; col_2: 15 (2016) 45–57 53,3efa0a50ea6f2d12,TBL-20260214160148-009,0,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:50.465844+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C041,finding,doi:10.1016/j.erss.2016.02.008-TBL-C041,"col_1: Statistics for all analyses, Study; col_2: 1.",0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,col statistics all,col statistics all,['col statistics all'],['col statistics all'],UNRESOLVED:environment:col_statistics_all,UNRESOLVED:outcome:col_statistics_all,0.0,0.0,unresolved,unresolved,env.unresolved.col_statistics_all,out.unresolved.col_statistics_all,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C041,COHERENCE_SUPPORT,env.unresolved.col_statistics_all,out.unresolved.col_statistics_all,0.4,explicit_statement,false,"col_1: Statistics for all analyses, Study; col_2: 1.",explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,"col_1: Statistics for all analyses, Study; col_2: 1.",430cd73f15723a70,TBL-20260214160148-009,1,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:50.580127+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C042,finding,doi:10.1016/j.erss.2016.02.008-TBL-C042,col_1: Question; col_2: 1 F df b p F df b p,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,col question col,col question col,['col question col'],['col question col'],UNRESOLVED:environment:col_question_col,UNRESOLVED:outcome:col_question_col,0.0,0.0,unresolved,unresolved,env.unresolved.col_question_col,out.unresolved.col_question_col,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C042,COHERENCE_SUPPORT,env.unresolved.col_question_col,out.unresolved.col_question_col,0.4,explicit_statement,false,col_1: Question; col_2: 1 F df b p F df b p,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,col_1: Question; col_2: 1 F df b p F df b p,cdba2a8ab143718f,TBL-20260214160148-009,2,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:50.677344+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C043,finding,doi:10.1016/j.erss.2016.02.008-TBL-C043,"col_1: Light; col_2: 2.88 1,32.52 .049 ns",0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,col light col,col light col,['col light col'],['col light col'],env.ae.cool_lighting_(high_cct),UNRESOLVED:outcome:col_light_col,0.7826,0.0,fuzzy,unresolved,env.ae.cool_lighting_high_cct,out.unresolved.col_light_col,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C043,COHERENCE_SUPPORT,env.ae.cool_lighting_high_cct,out.unresolved.col_light_col,0.4,explicit_statement,false,"col_1: Light; col_2: 2.88 1,32.52 .049 ns",explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,"col_1: Light; col_2: 2.88 1,32.52 .049 ns",f6c97f91e3e7bb25,TBL-20260214160148-009,3,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:50.702039+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C044,finding,doi:10.1016/j.erss.2016.02.008-TBL-C044,"col_1: MTemp; col_2: 5.11 1, 32.38 .79 .031 ns",0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,col mtemp col,col mtemp col,['col mtemp col'],['col mtemp col'],UNRESOLVED:environment:col_mtemp_col,UNRESOLVED:outcome:col_mtemp_col,0.0,0.0,unresolved,unresolved,env.unresolved.col_mtemp_col,out.unresolved.col_mtemp_col,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C044,COHERENCE_SUPPORT,env.unresolved.col_mtemp_col,out.unresolved.col_mtemp_col,0.4,explicit_statement,false,"col_1: MTemp; col_2: 5.11 1, 32.38 .79 .031 ns",explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,"col_1: MTemp; col_2: 5.11 1, 32.38 .79 .031 ns",cd42954550fe370a,TBL-20260214160148-009,4,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:50.783207+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C045,finding,doi:10.1016/j.erss.2016.02.008-TBL-C045,"col_1: D Temp; col_2: 11.54 1, 30.51 .49 <.001 47.11 1, 31.35 .4 <.001",0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,temp,col temp col,['col temp col'],['col temp col'],env.ae.religious_symbols,UNRESOLVED:outcome:col_temp_col,0.8,0.0,fuzzy,unresolved,env.ae.religious_symbols,out.unresolved.col_temp_col,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C045,COHERENCE_SUPPORT,env.ae.religious_symbols,out.unresolved.col_temp_col,0.4,explicit_statement,false,"col_1: D Temp; col_2: 11.54 1, 30.51 .49 <.001 47.11 1, 31.35 .4 <.001",explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,"col_1: D Temp; col_2: 11.54 1, 30.51 .49 <.001 47.11 1, 31.35 .4 <.001",653b1139321fb3e7,TBL-20260214160148-009,5,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:50.858870+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C046,finding,doi:10.1016/j.erss.2016.02.008-TBL-C046,"col_1: BMI; col_2: 4.82 1, 32.44 .12 .035 ns",0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,col bmi col,col bmi col,['col bmi col'],['col bmi col'],UNRESOLVED:environment:col_bmi_col,UNRESOLVED:outcome:col_bmi_col,0.0,0.0,unresolved,unresolved,env.unresolved.col_bmi_col,out.unresolved.col_bmi_col,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C046,COHERENCE_SUPPORT,env.unresolved.col_bmi_col,out.unresolved.col_bmi_col,0.4,explicit_statement,false,"col_1: BMI; col_2: 4.82 1, 32.44 .12 .035 ns",explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,"col_1: BMI; col_2: 4.82 1, 32.44 .12 .035 ns",9724b87ad7e9030a,TBL-20260214160148-009,6,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:50.927944+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C047,finding,doi:10.1016/j.erss.2016.02.008-TBL-C047,"col_1: Lighting × time of day ns; col_2: 6.23 1, 31.35 .018",0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,col lighting,col lighting time,['col lighting time'],['col lighting time'],component.ceiling.cove_lighting,UNRESOLVED:outcome:col_lighting_time,0.88,0.0,fuzzy,unresolved,env.component.ceiling.cove_lighting,out.unresolved.col_lighting_time,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C047,COHERENCE_SUPPORT,env.component.ceiling.cove_lighting,out.unresolved.col_lighting_time,0.4,explicit_statement,false,"col_1: Lighting × time of day ns; col_2: 6.23 1, 31.35 .018",explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,"col_1: Lighting × time of day ns; col_2: 6.23 1, 31.35 .018",7e617dbfcee856fd,TBL-20260214160148-009,7,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:50.977824+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C048,finding,doi:10.1016/j.erss.2016.02.008-TBL-C048,col_1: Question; col_2: 2 F df b p F df b p,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,col question col,col question col,['col question col'],['col question col'],UNRESOLVED:environment:col_question_col,UNRESOLVED:outcome:col_question_col,0.0,0.0,unresolved,unresolved,env.unresolved.col_question_col,out.unresolved.col_question_col,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C048,COHERENCE_SUPPORT,env.unresolved.col_question_col,out.unresolved.col_question_col,0.4,explicit_statement,false,col_1: Question; col_2: 2 F df b p F df b p,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,col_1: Question; col_2: 2 F df b p F df b p,8d52261890d36172,TBL-20260214160148-009,8,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:51.074163+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C049,finding,doi:10.1016/j.erss.2016.02.008-TBL-C049,"col_1: Light; col_2: 3.21 1,39.4 .045 5.19 1,31.83 .015",0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,col light col,col light col,['col light col'],['col light col'],env.ae.cool_lighting_(high_cct),UNRESOLVED:outcome:col_light_col,0.7826,0.0,fuzzy,unresolved,env.ae.cool_lighting_high_cct,out.unresolved.col_light_col,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C049,COHERENCE_SUPPORT,env.ae.cool_lighting_high_cct,out.unresolved.col_light_col,0.4,explicit_statement,false,"col_1: Light; col_2: 3.21 1,39.4 .045 5.19 1,31.83 .015",explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,"col_1: Light; col_2: 3.21 1,39.4 .045 5.19 1,31.83 .015",37827cb294df312c,TBL-20260214160148-009,9,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:51.098353+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C050,finding,doi:10.1016/j.erss.2016.02.008-TBL-C050,"col_1: M Temp; col_2: 5.97 1,50.02 −.42 .018 7.67 1, 32.12 −.65 .009",0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,temp,col temp col,['col temp col'],['col temp col'],env.ae.religious_symbols,UNRESOLVED:outcome:col_temp_col,0.8,0.0,fuzzy,unresolved,env.ae.religious_symbols,out.unresolved.col_temp_col,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C050,COHERENCE_SUPPORT,env.ae.religious_symbols,out.unresolved.col_temp_col,0.4,explicit_statement,false,"col_1: M Temp; col_2: 5.97 1,50.02 −.42 .018 7.67 1, 32.12 −.65 .009",explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,"col_1: M Temp; col_2: 5.97 1,50.02 −.42 .018 7.67 1, 32.12 −.65 .009",2d6d05ae2221056e,TBL-20260214160148-009,10,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:51.173170+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C051,finding,doi:10.1016/j.erss.2016.02.008-TBL-C051,"col_1: DTemp; col_2: 813.48 1, 43.12 −.23 .001 9.44 1, 31.66 −.18 .004",0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,col dtemp col,col dtemp col,['col dtemp col'],['col dtemp col'],UNRESOLVED:environment:col_dtemp_col,UNRESOLVED:outcome:col_dtemp_col,0.0,0.0,unresolved,unresolved,env.unresolved.col_dtemp_col,out.unresolved.col_dtemp_col,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C051,COHERENCE_SUPPORT,env.unresolved.col_dtemp_col,out.unresolved.col_dtemp_col,0.4,explicit_statement,false,"col_1: DTemp; col_2: 813.48 1, 43.12 −.23 .001 9.44 1, 31.66 −.18 .004",explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,"col_1: DTemp; col_2: 813.48 1, 43.12 −.23 .001 9.44 1, 31.66 −.18 .004",2c8ed32cef8e5b6a,TBL-20260214160148-009,11,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:51.252909+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C052,finding,doi:10.1016/j.erss.2016.02.008-TBL-C052,"col_1: Lighting × D Temp ns; col_2: 4.71 1, 31.66 .038",0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,col lighting,col lighting temp,['col lighting temp'],['col lighting temp'],component.ceiling.cove_lighting,UNRESOLVED:outcome:col_lighting_temp,0.88,0.0,fuzzy,unresolved,env.component.ceiling.cove_lighting,out.unresolved.col_lighting_temp,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C052,COHERENCE_SUPPORT,env.component.ceiling.cove_lighting,out.unresolved.col_lighting_temp,0.4,explicit_statement,false,"col_1: Lighting × D Temp ns; col_2: 4.71 1, 31.66 .038",explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,"col_1: Lighting × D Temp ns; col_2: 4.71 1, 31.66 .038",88fa0f78cb022ab3,TBL-20260214160148-009,12,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:51.301165+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C053,finding,doi:10.1016/j.erss.2016.02.008-TBL-C053,col_1: Question; col_2: 3 F df b p F df b p,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,col question col,col question col,['col question col'],['col question col'],UNRESOLVED:environment:col_question_col,UNRESOLVED:outcome:col_question_col,0.0,0.0,unresolved,unresolved,env.unresolved.col_question_col,out.unresolved.col_question_col,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C053,COHERENCE_SUPPORT,env.unresolved.col_question_col,out.unresolved.col_question_col,0.4,explicit_statement,false,col_1: Question; col_2: 3 F df b p F df b p,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,col_1: Question; col_2: 3 F df b p F df b p,ea7c7454492c0d8c,TBL-20260214160148-009,13,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:51.396952+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C054,finding,doi:10.1016/j.erss.2016.02.008-TBL-C054,"col_1: Light ns; col_2: 3.25 1, 62.04 .038",0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,col light col,col light col,['col light col'],['col light col'],env.ae.cool_lighting_(high_cct),UNRESOLVED:outcome:col_light_col,0.7826,0.0,fuzzy,unresolved,env.ae.cool_lighting_high_cct,out.unresolved.col_light_col,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C054,COHERENCE_SUPPORT,env.ae.cool_lighting_high_cct,out.unresolved.col_light_col,0.4,explicit_statement,false,"col_1: Light ns; col_2: 3.25 1, 62.04 .038",explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,"col_1: Light ns; col_2: 3.25 1, 62.04 .038",1a49014287b41fa2,TBL-20260214160148-009,14,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:51.421572+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C055,finding,doi:10.1016/j.erss.2016.02.008-TBL-C055,"col_1: Gender ns; col_2: 9.61 1, 62.74 .003",0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,col gender col,col gender col,['col gender col'],['col gender col'],UNRESOLVED:environment:col_gender_col,UNRESOLVED:outcome:col_gender_col,0.0,0.0,unresolved,unresolved,env.unresolved.col_gender_col,out.unresolved.col_gender_col,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C055,COHERENCE_SUPPORT,env.unresolved.col_gender_col,out.unresolved.col_gender_col,0.4,explicit_statement,false,"col_1: Gender ns; col_2: 9.61 1, 62.74 .003",explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,"col_1: Gender ns; col_2: 9.61 1, 62.74 .003",b2043d0845e8808a,TBL-20260214160148-009,15,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:51.508944+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C056,finding,doi:10.1016/j.erss.2016.02.008-TBL-C056,"col_1: M Temp; col_2: 5.76 1, 32.01 −.96 .022 ns",0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,temp,col temp col,['col temp col'],['col temp col'],env.ae.religious_symbols,UNRESOLVED:outcome:col_temp_col,0.8,0.0,fuzzy,unresolved,env.ae.religious_symbols,out.unresolved.col_temp_col,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C056,COHERENCE_SUPPORT,env.ae.religious_symbols,out.unresolved.col_temp_col,0.4,explicit_statement,false,"col_1: M Temp; col_2: 5.76 1, 32.01 −.96 .022 ns",explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,"col_1: M Temp; col_2: 5.76 1, 32.01 −.96 .022 ns",5a0571aada86b486,TBL-20260214160148-009,16,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:51.584186+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C057,finding,doi:10.1016/j.erss.2016.02.008-TBL-C057,"col_1: D Temp; col_2: 65.44 1, 29.95 −.34 <.001 5.24 1, 53.49 −.27 .022",0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,temp,col temp col,['col temp col'],['col temp col'],env.ae.religious_symbols,UNRESOLVED:outcome:col_temp_col,0.8,0.0,fuzzy,unresolved,env.ae.religious_symbols,out.unresolved.col_temp_col,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C057,COHERENCE_SUPPORT,env.ae.religious_symbols,out.unresolved.col_temp_col,0.4,explicit_statement,false,"col_1: D Temp; col_2: 65.44 1, 29.95 −.34 <.001 5.24 1, 53.49 −.27 .022",explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,"col_1: D Temp; col_2: 65.44 1, 29.95 −.34 <.001 5.24 1, 53.49 −.27 .022",dd23c615a02dc644,TBL-20260214160148-009,17,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:51.660348+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C058,finding,doi:10.1016/j.erss.2016.02.008-TBL-C058,col_1: Question; col_2: 4 Wald-X2 df b p Wald-X2 df b p,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,col question col,col question col,['col question col'],['col question col'],UNRESOLVED:environment:col_question_col,UNRESOLVED:outcome:col_question_col,0.0,0.0,unresolved,unresolved,env.unresolved.col_question_col,out.unresolved.col_question_col,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C058,COHERENCE_SUPPORT,env.unresolved.col_question_col,out.unresolved.col_question_col,0.4,explicit_statement,false,col_1: Question; col_2: 4 Wald-X2 df b p Wald-X2 df b p,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,col_1: Question; col_2: 4 Wald-X2 df b p Wald-X2 df b p,c2780e156be09d4a,TBL-20260214160148-009,18,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:51.756722+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C059,finding,doi:10.1016/j.erss.2016.02.008-TBL-C059,col_1: Light; col_2: 5.04 1 .013 3.96 1 .024,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,col light col,col light col,['col light col'],['col light col'],env.ae.cool_lighting_(high_cct),UNRESOLVED:outcome:col_light_col,0.7826,0.0,fuzzy,unresolved,env.ae.cool_lighting_high_cct,out.unresolved.col_light_col,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C059,COHERENCE_SUPPORT,env.ae.cool_lighting_high_cct,out.unresolved.col_light_col,0.4,explicit_statement,false,col_1: Light; col_2: 5.04 1 .013 3.96 1 .024,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,col_1: Light; col_2: 5.04 1 .013 3.96 1 .024,04c31e45e7bd2309,TBL-20260214160148-009,19,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:51.781088+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C060,finding,doi:10.1016/j.erss.2016.02.008-TBL-C060,col_1: D Temp; col_2: 19.76 1 .42 <.001 ns,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,temp,col temp col,['col temp col'],['col temp col'],env.ae.religious_symbols,UNRESOLVED:outcome:col_temp_col,0.8,0.0,fuzzy,unresolved,env.ae.religious_symbols,out.unresolved.col_temp_col,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C060,COHERENCE_SUPPORT,env.ae.religious_symbols,out.unresolved.col_temp_col,0.4,explicit_statement,false,col_1: D Temp; col_2: 19.76 1 .42 <.001 ns,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,col_1: D Temp; col_2: 19.76 1 .42 <.001 ns,054336078d55d15f,TBL-20260214160148-009,20,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:51.856798+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C061,finding,doi:10.1016/j.erss.2016.02.008-TBL-C061,col_1: Lighting × time of day ns; col_2: 10.34 1 .001.,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,col lighting,col lighting time,['col lighting time'],['col lighting time'],component.ceiling.cove_lighting,UNRESOLVED:outcome:col_lighting_time,0.88,0.0,fuzzy,unresolved,env.component.ceiling.cove_lighting,out.unresolved.col_lighting_time,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C061,COHERENCE_SUPPORT,env.component.ceiling.cove_lighting,out.unresolved.col_lighting_time,0.4,explicit_statement,false,col_1: Lighting × time of day ns; col_2: 10.34 1 .001.,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,col_1: Lighting × time of day ns; col_2: 10.34 1 .001.,ad3e21cfbbeebbe5,TBL-20260214160148-009,21,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:51.906759+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C062,finding,doi:10.1016/j.erss.2016.02.008-TBL-C062,col_1: Question; col_2: 5 F df b p F df b p,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,col question col,col question col,['col question col'],['col question col'],UNRESOLVED:environment:col_question_col,UNRESOLVED:outcome:col_question_col,0.0,0.0,unresolved,unresolved,env.unresolved.col_question_col,out.unresolved.col_question_col,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C062,COHERENCE_SUPPORT,env.unresolved.col_question_col,out.unresolved.col_question_col,0.4,explicit_statement,false,col_1: Question; col_2: 5 F df b p F df b p,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,col_1: Question; col_2: 5 F df b p F df b p,227faa077db0e70c,TBL-20260214160148-009,22,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:52.002854+00:00,
doi:10.1016/j.erss.2016.02.008,doi:10.1016/j.erss.2016.02.008-TBL-C063,finding,doi:10.1016/j.erss.2016.02.008-TBL-C063,"col_1: Light; col_2: 3.99 1,56.99 .036 ns",0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,col light col,col light col,['col light col'],['col light col'],env.ae.cool_lighting_(high_cct),UNRESOLVED:outcome:col_light_col,0.7826,0.0,fuzzy,unresolved,env.ae.cool_lighting_high_cct,out.unresolved.col_light_col,positive,edge:doi:10.1016/j.erss.2016.02.008-TBL-C063,COHERENCE_SUPPORT,env.ae.cool_lighting_high_cct,out.unresolved.col_light_col,0.4,explicit_statement,false,"col_1: Light; col_2: 3.99 1,56.99 .036 ns",explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,9,9,"col_1: Light; col_2: 3.99 1,56.99 .036 ns",ba2ce31545ebf492,TBL-20260214160148-009,23,ok,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-14T15:01:52.027527+00:00,
