paper_id,claim_id,claim_type,node_id,statement,ae_confidence,node_type,article_type_family,template_version,environment_variable,outcome_variable,environment_candidates,outcome_candidates,environment_candidate_scores,outcome_candidate_scores,environment_canonical_id,outcome_canonical_id,environment_resolution_confidence,outcome_resolution_confidence,environment_resolution_match_type,outcome_resolution_match_type,translation_status,translation_confidence,translation_warnings,environment_node_id,outcome_node_id,effect_direction,edge_id,edge_type,source_node_id,target_node_id,weight,evidence_basis,needs_verification,justification,relation_type_hint,relation_strength_hint,relation_provenance_hint,argument_relation_type,causal_level,argument_scheme,theory_name,target_paper_id,citation_text,citation_doi,citation_context,citation_match_confidence,citation_match_type,source_section,source_page_start,source_page_end,source_quote,source_quote_hash,source_table_id,source_table_row,quality_flag,source,evidence_level,provenance_tier,requires_pdf_confirmation,source_zone,extraction_difficulty,processed_at,article_type_needs_review
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C180,finding,doi:10.18419/opus-9385-TBL-C180,Frequency: 86; Percent: 21.4; Valid Percent: 21.7; Cumulative Percent: 96.7,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,frequency percent valid,frequency percent valid,['frequency percent valid'],['frequency percent valid'],"['low frequency texture:0.591', 'high frequency texture:0.578', 'low spatial frequency content:0.538', 'high spatial frequency content:0.528']",[],UNRESOLVED:environment:frequency_percent_valid,UNRESOLVED:outcome:frequency_percent_valid,0.0,0.0,unresolved,unresolved,inferred,0.5909,environment_unresolved|outcome_unresolved,env.unresolved.frequency_percent_valid,out.unresolved.frequency_percent_valid,positive,edge:doi:10.18419/opus-9385-TBL-C180,COHERENCE_SUPPORT,env.unresolved.frequency_percent_valid,out.unresolved.frequency_percent_valid,0.4,explicit_statement,true,Frequency: 86; Percent: 21.4; Valid Percent: 21.7; Cumulative Percent: 96.7,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,235,235,Frequency: 86; Percent: 21.4; Valid Percent: 21.7; Cumulative Percent: 96.7,bcadd8aacd950fff,TBL-20260216235826-053,3,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:59:03.684711+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C181,finding,doi:10.18419/opus-9385-TBL-C181,Frequency: 1; Percent: .2; Valid Percent: .3; Cumulative Percent: 97.0,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,frequency percent valid,frequency percent valid,['frequency percent valid'],['frequency percent valid'],"['low frequency texture:0.591', 'high frequency texture:0.578', 'low spatial frequency content:0.538', 'high spatial frequency content:0.528']",[],UNRESOLVED:environment:frequency_percent_valid,UNRESOLVED:outcome:frequency_percent_valid,0.0,0.0,unresolved,unresolved,inferred,0.5909,environment_unresolved|outcome_unresolved,env.unresolved.frequency_percent_valid,out.unresolved.frequency_percent_valid,positive,edge:doi:10.18419/opus-9385-TBL-C181,COHERENCE_SUPPORT,env.unresolved.frequency_percent_valid,out.unresolved.frequency_percent_valid,0.4,explicit_statement,true,Frequency: 1; Percent: .2; Valid Percent: .3; Cumulative Percent: 97.0,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,235,235,Frequency: 1; Percent: .2; Valid Percent: .3; Cumulative Percent: 97.0,a03a390cb04d6cc0,TBL-20260216235826-053,4,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:59:03.846930+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C182,finding,doi:10.18419/opus-9385-TBL-C182,Frequency: 2; Percent: .5; Valid Percent: .5; Cumulative Percent: 97.5,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,frequency percent valid,frequency percent valid,['frequency percent valid'],['frequency percent valid'],"['low frequency texture:0.591', 'high frequency texture:0.578', 'low spatial frequency content:0.538', 'high spatial frequency content:0.528']",[],UNRESOLVED:environment:frequency_percent_valid,UNRESOLVED:outcome:frequency_percent_valid,0.0,0.0,unresolved,unresolved,inferred,0.5909,environment_unresolved|outcome_unresolved,env.unresolved.frequency_percent_valid,out.unresolved.frequency_percent_valid,positive,edge:doi:10.18419/opus-9385-TBL-C182,COHERENCE_SUPPORT,env.unresolved.frequency_percent_valid,out.unresolved.frequency_percent_valid,0.4,explicit_statement,true,Frequency: 2; Percent: .5; Valid Percent: .5; Cumulative Percent: 97.5,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,235,235,Frequency: 2; Percent: .5; Valid Percent: .5; Cumulative Percent: 97.5,c525bdb5ce402832,TBL-20260216235826-053,5,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:59:04.008562+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C183,finding,doi:10.18419/opus-9385-TBL-C183,Frequency: 7; Percent: 1.7; Valid Percent: 1.8; Cumulative Percent: 99.2,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,frequency percent valid,frequency percent valid,['frequency percent valid'],['frequency percent valid'],"['low frequency texture:0.591', 'high frequency texture:0.578', 'low spatial frequency content:0.538', 'high spatial frequency content:0.528']",[],UNRESOLVED:environment:frequency_percent_valid,UNRESOLVED:outcome:frequency_percent_valid,0.0,0.0,unresolved,unresolved,inferred,0.5909,environment_unresolved|outcome_unresolved,env.unresolved.frequency_percent_valid,out.unresolved.frequency_percent_valid,positive,edge:doi:10.18419/opus-9385-TBL-C183,COHERENCE_SUPPORT,env.unresolved.frequency_percent_valid,out.unresolved.frequency_percent_valid,0.4,explicit_statement,true,Frequency: 7; Percent: 1.7; Valid Percent: 1.8; Cumulative Percent: 99.2,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,235,235,Frequency: 7; Percent: 1.7; Valid Percent: 1.8; Cumulative Percent: 99.2,66fb863bf79a5113,TBL-20260216235826-053,6,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:59:04.169650+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C184,finding,doi:10.18419/opus-9385-TBL-C184,Frequency: 1; Percent: .2; Valid Percent: .3; Cumulative Percent: 99.5,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,frequency percent valid,frequency percent valid,['frequency percent valid'],['frequency percent valid'],"['low frequency texture:0.591', 'high frequency texture:0.578', 'low spatial frequency content:0.538', 'high spatial frequency content:0.528']",[],UNRESOLVED:environment:frequency_percent_valid,UNRESOLVED:outcome:frequency_percent_valid,0.0,0.0,unresolved,unresolved,inferred,0.5909,environment_unresolved|outcome_unresolved,env.unresolved.frequency_percent_valid,out.unresolved.frequency_percent_valid,positive,edge:doi:10.18419/opus-9385-TBL-C184,COHERENCE_SUPPORT,env.unresolved.frequency_percent_valid,out.unresolved.frequency_percent_valid,0.4,explicit_statement,true,Frequency: 1; Percent: .2; Valid Percent: .3; Cumulative Percent: 99.5,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,235,235,Frequency: 1; Percent: .2; Valid Percent: .3; Cumulative Percent: 99.5,370553441b5300a0,TBL-20260216235826-053,7,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:59:04.331551+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C185,finding,doi:10.18419/opus-9385-TBL-C185,Frequency: 2; Percent: .5; Valid Percent: .5; Cumulative Percent: 100.0,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,frequency percent valid,frequency percent valid,['frequency percent valid'],['frequency percent valid'],"['low frequency texture:0.591', 'high frequency texture:0.578', 'low spatial frequency content:0.538', 'high spatial frequency content:0.528']",[],UNRESOLVED:environment:frequency_percent_valid,UNRESOLVED:outcome:frequency_percent_valid,0.0,0.0,unresolved,unresolved,inferred,0.5909,environment_unresolved|outcome_unresolved,env.unresolved.frequency_percent_valid,out.unresolved.frequency_percent_valid,positive,edge:doi:10.18419/opus-9385-TBL-C185,COHERENCE_SUPPORT,env.unresolved.frequency_percent_valid,out.unresolved.frequency_percent_valid,0.4,explicit_statement,true,Frequency: 2; Percent: .5; Valid Percent: .5; Cumulative Percent: 100.0,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,235,235,Frequency: 2; Percent: .5; Valid Percent: .5; Cumulative Percent: 100.0,de1421711c348a6a,TBL-20260216235826-053,8,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:59:04.493042+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C189,finding,doi:10.18419/opus-9385-TBL-C189,: Yes; Frequency: 372; Percent: 92.5; Valid Percent: 92.5; Cumulative Percent: 92.5,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,yes frequency,yes frequency percent,['yes frequency percent'],['yes frequency percent'],"['low frequency texture:0.667', 'high frequency texture:0.651', 'low spatial frequency content:0.640', 'high spatial frequency content:0.627', 'flicker frequency:0.579']",[],env.v1_013.flicker_frequency,UNRESOLVED:outcome:yes_frequency_percent,0.7333,0.0,fuzzy,unresolved,inferred,0.7333,outcome_unresolved,env.v1_013.flicker_frequency,out.unresolved.yes_frequency_percent,positive,edge:doi:10.18419/opus-9385-TBL-C189,COHERENCE_SUPPORT,env.v1_013.flicker_frequency,out.unresolved.yes_frequency_percent,0.4,explicit_statement,true,: Yes; Frequency: 372; Percent: 92.5; Valid Percent: 92.5; Cumulative Percent: 92.5,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,236,236,: Yes; Frequency: 372; Percent: 92.5; Valid Percent: 92.5; Cumulative Percent: 92.5,a54003f0de1decf5,TBL-20260216235826-054,0,needs_article_type_verification|translation_inferred|outcome_unresolved,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:59:04.574489+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C190,finding,doi:10.18419/opus-9385-TBL-C190,: No; Frequency: 29; Percent: 7.2; Valid Percent: 7.2; Cumulative Percent: 99.8,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,frequency percent valid,frequency percent valid,['frequency percent valid'],['frequency percent valid'],"['low frequency texture:0.591', 'high frequency texture:0.578', 'low spatial frequency content:0.538', 'high spatial frequency content:0.528']",[],UNRESOLVED:environment:frequency_percent_valid,UNRESOLVED:outcome:frequency_percent_valid,0.0,0.0,unresolved,unresolved,inferred,0.5909,environment_unresolved|outcome_unresolved,env.unresolved.frequency_percent_valid,out.unresolved.frequency_percent_valid,positive,edge:doi:10.18419/opus-9385-TBL-C190,COHERENCE_SUPPORT,env.unresolved.frequency_percent_valid,out.unresolved.frequency_percent_valid,0.4,explicit_statement,true,: No; Frequency: 29; Percent: 7.2; Valid Percent: 7.2; Cumulative Percent: 99.8,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,236,236,: No; Frequency: 29; Percent: 7.2; Valid Percent: 7.2; Cumulative Percent: 99.8,8279966e7d0a2cba,TBL-20260216235826-054,1,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:59:04.736925+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C191,finding,doi:10.18419/opus-9385-TBL-C191,: Not sure; Frequency: 1; Percent: .2; Valid Percent: .2; Cumulative Percent: 100.0,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,not sure frequency,not sure frequency,['not sure frequency'],['not sure frequency'],"['flicker frequency:0.629', 'work surfaces present:0.564', 'low frequency texture:0.564', 'low spatial frequency content:0.553']",[],UNRESOLVED:environment:not_sure_frequency,UNRESOLVED:outcome:not_sure_frequency,0.0,0.0,unresolved,unresolved,inferred,0.6286,environment_unresolved|outcome_unresolved,env.unresolved.not_sure_frequency,out.unresolved.not_sure_frequency,positive,edge:doi:10.18419/opus-9385-TBL-C191,COHERENCE_SUPPORT,env.unresolved.not_sure_frequency,out.unresolved.not_sure_frequency,0.4,explicit_statement,true,: Not sure; Frequency: 1; Percent: .2; Valid Percent: .2; Cumulative Percent: 100.0,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,236,236,: Not sure; Frequency: 1; Percent: .2; Valid Percent: .2; Cumulative Percent: 100.0,bbfbae6b0b982795,TBL-20260216235826-054,3,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:59:04.869919+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C193,finding,doi:10.18419/opus-9385-TBL-C193,: 7,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,environment,unspecified_outcome,['unspecified_environment'],['unspecified_outcome'],"['dirty environment:0.600', 'immaculate environment:0.578', 'brand-heavy environment:0.565']",[],env.ae.visible_dirt/decay,UNRESOLVED:outcome:unspecified_outcome,0.7857,0.0,fuzzy,unresolved,untranslatable_noise,0.7857,outcome_unresolved|low_information_source,env.ae.visible_dirt_decay,out.unresolved.unspecified_outcome,positive,edge:doi:10.18419/opus-9385-TBL-C193,COHERENCE_SUPPORT,env.ae.visible_dirt_decay,out.unresolved.unspecified_outcome,0.4,explicit_statement,true,: 7,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,236,236,: 7,b38ea83e52a260d1,TBL-20260216235826-055,9,needs_article_type_verification|translation_untranslatable_noise|outcome_unresolved|low_information_source,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:59:05.010050+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C194,finding,doi:10.18419/opus-9385-TBL-C194,: View; Frequency: 141; Percent: 35.1; Valid Percent: 35.1; Cumulative Percent: 35.1,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,view frequency,view frequency percent,['view frequency percent'],['view frequency percent'],"['low frequency texture:0.698', 'high frequency texture:0.682', 'low spatial frequency content:0.627', 'high spatial frequency content:0.615', 'flicker frequency:0.615']",[],env.v1_013.flicker_frequency,UNRESOLVED:outcome:view_frequency_percent,0.7742,0.0,fuzzy,unresolved,inferred,0.7742,outcome_unresolved,env.v1_013.flicker_frequency,out.unresolved.view_frequency_percent,positive,edge:doi:10.18419/opus-9385-TBL-C194,COHERENCE_SUPPORT,env.v1_013.flicker_frequency,out.unresolved.view_frequency_percent,0.4,explicit_statement,true,: View; Frequency: 141; Percent: 35.1; Valid Percent: 35.1; Cumulative Percent: 35.1,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,237,237,: View; Frequency: 141; Percent: 35.1; Valid Percent: 35.1; Cumulative Percent: 35.1,3f0f5e089b59606b,TBL-20260216235826-056,0,needs_article_type_verification|translation_inferred|outcome_unresolved,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:59:05.100599+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C195,finding,doi:10.18419/opus-9385-TBL-C195,: Daylight; Frequency: 185; Percent: 46.0; Valid Percent: 46.0; Cumulative Percent: 81.1,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,daylight,daylight frequency percent,['daylight frequency percent'],['daylight frequency percent'],"['high frequency texture:0.708', 'high spatial frequency content:0.679', 'low frequency texture:0.638', 'low spatial frequency content:0.618', 'env.ae.high_spatial_frequency_content:0.571']",[],env.ae.daylighting,UNRESOLVED:outcome:daylight_frequency_percent,0.8421,0.0,fuzzy,unresolved,inferred,0.8421,outcome_unresolved,env.ae.daylighting,out.unresolved.daylight_frequency_percent,positive,edge:doi:10.18419/opus-9385-TBL-C195,COHERENCE_SUPPORT,env.ae.daylighting,out.unresolved.daylight_frequency_percent,0.4,explicit_statement,true,: Daylight; Frequency: 185; Percent: 46.0; Valid Percent: 46.0; Cumulative Percent: 81.1,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,237,237,: Daylight; Frequency: 185; Percent: 46.0; Valid Percent: 46.0; Cumulative Percent: 81.1,525e3742800a02c2,TBL-20260216235826-056,1,needs_article_type_verification|translation_inferred|outcome_unresolved,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:59:05.244217+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C196,finding,doi:10.18419/opus-9385-TBL-C196,: Natural Ventilation; Frequency: 65; Percent: 16.2; Valid Percent: 16.2; Cumulative Percent: 97.3,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,natural ventilation frequency,natural ventilation frequency,['natural ventilation frequency'],['natural ventilation frequency'],"['natural ventilation cues:0.830', 'ventilation fans:0.622', 'env.v2a_101.natural_ventilation_cues:0.615', 'natural material ratio:0.588', 'visible ventilation grilles:0.571']",[],env.v2a_101.natural_ventilation_cues,UNRESOLVED:outcome:natural_ventilation_frequency,0.8302,0.0,fuzzy,unresolved,inferred,0.8302,outcome_unresolved,env.v2a_101.natural_ventilation_cues,out.unresolved.natural_ventilation_frequency,positive,edge:doi:10.18419/opus-9385-TBL-C196,COHERENCE_SUPPORT,env.v2a_101.natural_ventilation_cues,out.unresolved.natural_ventilation_frequency,0.4,explicit_statement,true,: Natural Ventilation; Frequency: 65; Percent: 16.2; Valid Percent: 16.2; Cumulative Percent: 97.3,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,237,237,: Natural Ventilation; Frequency: 65; Percent: 16.2; Valid Percent: 16.2; Cumulative Percent: 97.3,6416d8a0d9a1a823,TBL-20260216235826-056,2,needs_article_type_verification|translation_inferred|outcome_unresolved,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:59:05.326675+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C197,finding,doi:10.18419/opus-9385-TBL-C197,: Other; Frequency: 11; Percent: 2.7; Valid Percent: 2.7; Cumulative Percent: 100.0,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,other frequency,other frequency percent,['other frequency percent'],['other frequency percent'],"['low frequency texture:0.682', 'high frequency texture:0.667', 'low spatial frequency content:0.654', 'high spatial frequency content:0.604', 'flicker frequency:0.600']",[],env.v1_013.flicker_frequency,UNRESOLVED:outcome:other_frequency_percent,0.75,0.0,fuzzy,unresolved,inferred,0.75,outcome_unresolved,env.v1_013.flicker_frequency,out.unresolved.other_frequency_percent,positive,edge:doi:10.18419/opus-9385-TBL-C197,COHERENCE_SUPPORT,env.v1_013.flicker_frequency,out.unresolved.other_frequency_percent,0.4,explicit_statement,true,: Other; Frequency: 11; Percent: 2.7; Valid Percent: 2.7; Cumulative Percent: 100.0,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,237,237,: Other; Frequency: 11; Percent: 2.7; Valid Percent: 2.7; Cumulative Percent: 100.0,46dc447ba2652556,TBL-20260216235826-056,3,needs_article_type_verification|translation_inferred|outcome_unresolved,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:59:05.418938+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C199,finding,doi:10.18419/opus-9385-TBL-C199,: 402; 1st: 144; 2nd: 163; 3rd: 95,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,environment,unspecified_outcome,['unspecified_environment'],['unspecified_outcome'],"['dirty environment:0.600', 'immaculate environment:0.578', 'brand-heavy environment:0.565']",[],env.ae.visible_dirt/decay,UNRESOLVED:outcome:unspecified_outcome,0.7857,0.0,fuzzy,unresolved,untranslatable_noise,0.7857,outcome_unresolved|low_information_source,env.ae.visible_dirt_decay,out.unresolved.unspecified_outcome,positive,edge:doi:10.18419/opus-9385-TBL-C199,COHERENCE_SUPPORT,env.ae.visible_dirt_decay,out.unresolved.unspecified_outcome,0.4,explicit_statement,true,: 402; 1st: 144; 2nd: 163; 3rd: 95,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,237,237,: 402; 1st: 144; 2nd: 163; 3rd: 95,94d2b32167bb5bd6,TBL-20260216235826-058,0,needs_article_type_verification|translation_untranslatable_noise|outcome_unresolved|low_information_source,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:59:05.557821+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C200,finding,doi:10.18419/opus-9385-TBL-C200,: 100.0; 1st: 35.8; 2nd: 40.5; 3rd: 23.6,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,environment,unspecified_outcome,['unspecified_environment'],['unspecified_outcome'],"['dirty environment:0.600', 'immaculate environment:0.578', 'brand-heavy environment:0.565']",[],env.ae.visible_dirt/decay,UNRESOLVED:outcome:unspecified_outcome,0.7857,0.0,fuzzy,unresolved,untranslatable_noise,0.7857,outcome_unresolved|low_information_source,env.ae.visible_dirt_decay,out.unresolved.unspecified_outcome,positive,edge:doi:10.18419/opus-9385-TBL-C200,COHERENCE_SUPPORT,env.ae.visible_dirt_decay,out.unresolved.unspecified_outcome,0.4,explicit_statement,true,: 100.0; 1st: 35.8; 2nd: 40.5; 3rd: 23.6,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,237,237,: 100.0; 1st: 35.8; 2nd: 40.5; 3rd: 23.6,b101171c065a312c,TBL-20260216235826-058,1,needs_article_type_verification|translation_untranslatable_noise|outcome_unresolved|low_information_source,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:59:05.696166+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C201,finding,doi:10.18419/opus-9385-TBL-C201,: 399; 1st: 193; 3rd: 57,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,environment,unspecified_outcome,['unspecified_environment'],['unspecified_outcome'],"['dirty environment:0.600', 'immaculate environment:0.578', 'brand-heavy environment:0.565']",[],env.ae.visible_dirt/decay,UNRESOLVED:outcome:unspecified_outcome,0.7857,0.0,fuzzy,unresolved,untranslatable_noise,0.7857,outcome_unresolved|low_information_source,env.ae.visible_dirt_decay,out.unresolved.unspecified_outcome,positive,edge:doi:10.18419/opus-9385-TBL-C201,COHERENCE_SUPPORT,env.ae.visible_dirt_decay,out.unresolved.unspecified_outcome,0.4,explicit_statement,true,: 399; 1st: 193; 3rd: 57,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,237,237,: 399; 1st: 193; 3rd: 57,f44420f30d721095,TBL-20260216235826-058,2,needs_article_type_verification|translation_untranslatable_noise|outcome_unresolved|low_information_source,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:59:05.834406+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C202,finding,doi:10.18419/opus-9385-TBL-C202,: 100.0; 1st: 48.4; 3rd: 14.3,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,environment,unspecified_outcome,['unspecified_environment'],['unspecified_outcome'],"['dirty environment:0.600', 'immaculate environment:0.578', 'brand-heavy environment:0.565']",[],env.ae.visible_dirt/decay,UNRESOLVED:outcome:unspecified_outcome,0.7857,0.0,fuzzy,unresolved,untranslatable_noise,0.7857,outcome_unresolved|low_information_source,env.ae.visible_dirt_decay,out.unresolved.unspecified_outcome,positive,edge:doi:10.18419/opus-9385-TBL-C202,COHERENCE_SUPPORT,env.ae.visible_dirt_decay,out.unresolved.unspecified_outcome,0.4,explicit_statement,true,: 100.0; 1st: 48.4; 3rd: 14.3,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,237,237,: 100.0; 1st: 48.4; 3rd: 14.3,9206cd7be8f1441d,TBL-20260216235826-058,3,needs_article_type_verification|translation_untranslatable_noise|outcome_unresolved|low_information_source,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:59:05.972488+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C203,finding,doi:10.18419/opus-9385-TBL-C203,: 401; 1st: 64; 3rd: 248,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,environment,unspecified_outcome,['unspecified_environment'],['unspecified_outcome'],"['dirty environment:0.600', 'immaculate environment:0.578', 'brand-heavy environment:0.565']",[],env.ae.visible_dirt/decay,UNRESOLVED:outcome:unspecified_outcome,0.7857,0.0,fuzzy,unresolved,untranslatable_noise,0.7857,outcome_unresolved|low_information_source,env.ae.visible_dirt_decay,out.unresolved.unspecified_outcome,positive,edge:doi:10.18419/opus-9385-TBL-C203,COHERENCE_SUPPORT,env.ae.visible_dirt_decay,out.unresolved.unspecified_outcome,0.4,explicit_statement,true,: 401; 1st: 64; 3rd: 248,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,237,237,: 401; 1st: 64; 3rd: 248,e1551dfd89aca835,TBL-20260216235826-058,4,needs_article_type_verification|translation_untranslatable_noise|outcome_unresolved|low_information_source,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:59:06.111407+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C204,finding,doi:10.18419/opus-9385-TBL-C204,: 100.0; 1st: 16.0; 3rd: 61.8,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,environment,unspecified_outcome,['unspecified_environment'],['unspecified_outcome'],"['dirty environment:0.600', 'immaculate environment:0.578', 'brand-heavy environment:0.565']",[],env.ae.visible_dirt/decay,UNRESOLVED:outcome:unspecified_outcome,0.7857,0.0,fuzzy,unresolved,untranslatable_noise,0.7857,outcome_unresolved|low_information_source,env.ae.visible_dirt_decay,out.unresolved.unspecified_outcome,positive,edge:doi:10.18419/opus-9385-TBL-C204,COHERENCE_SUPPORT,env.ae.visible_dirt_decay,out.unresolved.unspecified_outcome,0.4,explicit_statement,true,: 100.0; 1st: 16.0; 3rd: 61.8,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,237,237,: 100.0; 1st: 16.0; 3rd: 61.8,2c4b7de682f57295,TBL-20260216235826-058,5,needs_article_type_verification|translation_untranslatable_noise|outcome_unresolved|low_information_source,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:59:06.249763+00:00,true
