paper_id,doi,title,year,venue,status,article_type_family,article_type_predicted_family,article_type_confidence,article_type_runner_up,article_type_margin,article_type_signals,article_type_diagnostics,type_review_flags,processed_at
doi:10.3390/su162310251,10.3390/su162310251,Color as a Key Factor in Creating Sustainable Living Spaces for Seniors,2024,,completed_pdf_extracted,unknown,empirical_v2,0.3273,narrative_review,0.3000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:24:08.070257+00:00
doi:10.3758/s13421-021-01209-7,10.3758/s13421-021-01209-7,Individual differences in mental imagery in different modalities and levels of intentionality,2022,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:24:08.070257+00:00
doi:10.3758/s13428-019-01242-0,10.3758/s13428-019-01242-0,Studying human behavior with virtual reality: The Unity Experiment Framework,2020,,completed_pdf_extracted,unknown,case_study,0.4000,empirical_v2,0.2000,title_pattern:case\s+study,theory_mentions_deweighted_due_to_empirical_core|downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:24:08.070257+00:00
doi:10.48550/arxiv.2309.15840,10.48550/arxiv.2309.15840,How to Catch an AI Liar: Lie Detection in Black-Box LLMs by Asking Unrelated Questions,2023,,completed_pdf_extracted,unknown,empirical_v2,0.4000,observational_field,0.7000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:24:08.070257+00:00
doi:10.54864/planarch.1491955,10.54864/planarch.1491955,Integrating Nature into Academic Spaces: Biophilic Campus,2024,,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:25:13.551253+00:00
doi:10.7302/1414,10.7302/1414,Aural Architecture as Affect: Understanding the Impact of Acoustic Environments on Human Experience,2021,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:25:13.551253+00:00
sha256:4f30e0b5608b,,Room acoustics and cognitive load when listening to speech,2010,"Publications (Konstfack University of Arts, Crafts, and Design)",completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:25:13.551253+00:00
zotero:2K5RUFVM,,The auditory centre: research and design of acoustic environments and spatial sound projects,2008,,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:31:54.811825+00:00
zotero:6TNNU66U,,"Learning to act with objects, relations and physics",,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:33:41.895429+00:00
zotero:BDKAMCED,,Annu Haapakangas – SUBJECTIVE REACTIONS TO NOISE IN OPEN-PLAN OFFICES AND THE EFFECTS OF NOISE ON COGNITIVE PERFORMANCE – Problems and Solutions,,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:33:54.167417+00:00
zotero:F4X7UZLU,,Human Centric School Lighting,2015,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:34:55.421456+00:00
zotero:FIZG8FDN,10.3389/fpsyg.2022.933344,The contour effect: Differences in the aesthetic preference and stress response to photo-realistic living environments,2022,Frontiers in Psychology,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:35:05.916630+00:00
zotero:MRZL6AGQ,,Creating a psychologically supportive environment through aural architecture,2017,,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:35:47.489462+00:00
zotero:Q5YDAT65,,Evaluation of the Impact of Design Parameters on the Acoustic Environment Perceived by Primary Students,2024,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:36:03.632507+00:00
zotero:SMQEULKJ,,Buildings as Habitat: Adaptive Investments in Public Health,,,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:36:11.167695+00:00
zotero:SUUECVYU,,Thermal Pleasure and Alliesthesia in the Built Environment,,,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:36:27.751291+00:00
