paper_id,title,topic_bucket,table_id,row_index,claim_id,claim_type,content,confidence,citation,intervention,control,outcome,sample_size,effect_size,effect_size_type,ci_lower,ci_upper,p_value,source,article_type,template_family
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154724-040,15,doi:10.1371/journal.pone.0307934-TBL-C042,finding,Stroop_congruent: Mean; : Mean; Stroop_incongruent: Mean; 1-backtask: Mean,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154724-040,16,doi:10.1371/journal.pone.0307934-TBL-C043,finding,"Stroop_congruent: 555.89; : 1,103.09; Stroop_incongruent: 625.96; 1-backtask: 648.02",0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154724-040,17,doi:10.1371/journal.pone.0307934-TBL-C044,finding,"Stroop_congruent: 576.68; : 1,105.55; Stroop_incongruent: 633.11; 1-backtask: 645.31",0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154724-040,18,doi:10.1371/journal.pone.0307934-TBL-C045,finding,"Stroop_congruent: 557.11; : 1,117.95; Stroop_incongruent: 610.97; 1-backtask: 646.68",0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154724-040,19,doi:10.1371/journal.pone.0307934-TBL-C046,finding,"Stroop_congruent: Designfactor:(2,34)=1.05; 1-backtask: (2,34)=0.01",0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154724-040,20,doi:10.1371/journal.pone.0307934-TBL-C047,finding,"Stroop_congruent: Taskconditionfactor:(1,17)=73.06",0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154724-040,21,doi:10.1371/journal.pone.0307934-TBL-C048,finding,"Stroop_congruent: Design×taskcondition:(2,34)=0.76",0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154724-040,22,doi:10.1371/journal.pone.0307934-TBL-C049,finding,Stroop_congruent: Designfactor:0.06; 1-backtask: <0.001,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154724-040,23,doi:10.1371/journal.pone.0307934-TBL-C050,finding,Stroop_congruent: Taskconditionfactor:0.81,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154724-040,24,doi:10.1371/journal.pone.0307934-TBL-C051,finding,Stroop_congruent: Design×taskcondition:0.04,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154724-040,25,doi:10.1371/journal.pone.0307934-TBL-C052,finding,Stroop_congruent: Designfactor:0.36; 1-backtask: 0.99,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154724-040,26,doi:10.1371/journal.pone.0307934-TBL-C053,finding,Stroop_congruent: Taskconditionfactor:<0.01,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154724-040,27,doi:10.1371/journal.pone.0307934-TBL-C054,finding,Stroop_congruent: Design×taskcondition:0.48,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154724-040,28,doi:10.1371/journal.pone.0307934-TBL-C055,finding,Stroop_congruent: Taskfactor:congruent<incongruent(p<0.01),0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.38027/iccaua2024in0317,A Critical Enquiry of Material Ageing in Interior Architecture,air,TBL-20260213154726-042,0,doi:10.38027/iccaua2024in0317-TBL-C001,finding,Reasons for: Preservation,0.6,,,,,,,,,,,codex_pdfplumber,unknown,thought_piece
doi:10.38027/iccaua2024in0317,A Critical Enquiry of Material Ageing in Interior Architecture,air,TBL-20260213154726-043,0,doi:10.38027/iccaua2024in0317-TBL-C002,finding,Adaptive Reuse: Approach,0.6,,,,,,,,,,,codex_pdfplumber,unknown,thought_piece
doi:10.20944/preprints201907.0323.v1,Biophilic Architecture for Restoration and Therapy within the Built Environment: A Review,biophilic,TBL-20260213154847-131,0,doi:10.20944/preprints201907.0323.v1-TBL-C001,finding,"Deviation Contributors: Temperature
(Chua et al., 2006; Fang et al., 2004;
Kamaruzzaman and Sabrani, 2011;
Seppanen, Fisk and Lei, 2006;
Wargocki et al., 2006).; Direct Mental Effects: Lowering the rate of performance and
productivity.
Distraction",0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213154917-151,0,doi:10.1016/j.jenvp.2014.04.009-TBL-C001,finding,3500K: 2330 lm; 5000 K: 2300 lm; 3500 K: 3000 lm,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213154917-152,2,doi:10.1016/j.jenvp.2014.04.009-TBL-C002,finding,: 39.09,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213154917-153,0,doi:10.1016/j.jenvp.2014.04.009-TBL-C003,finding,: 62.16,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213154917-153,1,doi:10.1016/j.jenvp.2014.04.009-TBL-C004,finding,Without daylight access: 50.22; With daylight access: 54.62,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213154917-153,2,doi:10.1016/j.jenvp.2014.04.009-TBL-C005,finding,Without daylight access: 49.98; With daylight access: 46.46,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213154917-153,3,doi:10.1016/j.jenvp.2014.04.009-TBL-C006,finding,: 30.88,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213154917-153,4,doi:10.1016/j.jenvp.2014.04.009-TBL-C007,finding,"Without daylight access: 3500 K
5000 K; With daylight access: 3500 K
5000 K",0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213154917-154,1,doi:10.1016/j.jenvp.2014.04.009-TBL-C008,finding,: 4.85,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213154917-156,0,doi:10.1016/j.jenvp.2014.04.009-TBL-C009,finding,": 3.78
3.08",0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213154917-157,1,doi:10.1016/j.jenvp.2014.04.009-TBL-C010,finding,: 52.64,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213154917-158,1,doi:10.1016/j.jenvp.2014.04.009-TBL-C011,finding,: 4.21,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213154917-158,3,doi:10.1016/j.jenvp.2014.04.009-TBL-C012,finding,: 2.60,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213154917-160,3,doi:10.1016/j.jenvp.2014.04.009-TBL-C013,finding,: 2.46,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213154917-161,1,doi:10.1016/j.jenvp.2014.04.009-TBL-C014,finding,: 4.54,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213154917-161,2,doi:10.1016/j.jenvp.2014.04.009-TBL-C015,finding,: 3.50,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213154917-162,1,doi:10.1016/j.jenvp.2014.04.009-TBL-C016,finding,: 4.19,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213154917-162,2,doi:10.1016/j.jenvp.2014.04.009-TBL-C017,finding,": 3.85
3.79
3.20",0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213154917-162,4,doi:10.1016/j.jenvp.2014.04.009-TBL-C018,finding,": 3500 K
5000 K",0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213154917-163,2,doi:10.1016/j.jenvp.2014.04.009-TBL-C019,finding,: 3.10,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213154917-163,3,doi:10.1016/j.jenvp.2014.04.009-TBL-C020,finding,: 2.60,0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,acoustic,TBL-20260213154918-164,0,doi:10.3390/ijerph10041439-TBL-C001,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,unknown,theoretical
doi:10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,acoustic,TBL-20260213154918-164,1,doi:10.3390/ijerph10041439-TBL-C002,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,unknown,theoretical
doi:10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,acoustic,TBL-20260213154918-164,2,doi:10.3390/ijerph10041439-TBL-C003,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,unknown,theoretical
doi:10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,acoustic,TBL-20260213154918-164,3,doi:10.3390/ijerph10041439-TBL-C004,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,unknown,theoretical
doi:10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,acoustic,TBL-20260213154918-164,4,doi:10.3390/ijerph10041439-TBL-C005,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,unknown,theoretical
doi:10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,acoustic,TBL-20260213154918-165,0,doi:10.3390/ijerph10041439-TBL-C006,finding,"Indicators
of insecurity: Missing
indicators
of safety; Stimulating
and safe: Ample
indications
of safety",0.6,,,,,,,,,,,codex_pdfplumber,unknown,theoretical
doi:10.3390/ijerph7031036,Stress Recovery during Exposure to Nature Sound and Environmental Noise,acoustic,TBL-20260213154925-176,0,doi:10.3390/ijerph7031036-TBL-C001,finding,"b1 = 0.1626
b2 = 0.3428
b3 =-0.1387
x = 101.3
Half-life : Half-life ",0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.3390/ijerph7031036,Stress Recovery during Exposure to Nature Sound and Environmental Noise,acoustic,TBL-20260213154925-177,0,doi:10.3390/ijerph7031036-TBL-C002,finding,"b1 = 0.2054
b2 = 0.3071
b3 =-0.1185
x = 159.8
Half-life : Half-life ",0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.3390/ijerph7031036,Stress Recovery during Exposure to Nature Sound and Environmental Noise,acoustic,TBL-20260213154925-178,0,doi:10.3390/ijerph7031036-TBL-C003,finding,"b1 = 0.1822
b2 = 0.3366
b3 =-0.1394
x = 111.4
Half-life : Half-life ",0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.3390/ijerph7031036,Stress Recovery during Exposure to Nature Sound and Environmental Noise,acoustic,TBL-20260213154925-179,0,doi:10.3390/ijerph7031036-TBL-C004,finding,"b1 = 0.1607
b2 = 0.3551
b3 =-0.1111
x = 121.3
Half-life : Half-life ",0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
doi:10.5271/sjweh.1268,"Blue-enriched white light in the workplace improves self-reported alertness, performance and sleep quality",other,TBL-20260213154931-180,0,doi:10.5271/sjweh.1268-TBL-C001,finding,": Evening Global PSQI
Alertness Performance",0.6,,,,,,,,,,,codex_pdfplumber,unknown,unknown
