paper_id,title,topic_bucket,table_id,row_index,claim_id,claim_type,content,confidence,citation,intervention,control,outcome,sample_size,effect_size,effect_size_type,ci_lower,ci_upper,p_value,source
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154637-040,16,doi:10.1371/journal.pone.0307934-TBL-C043,finding,"Stroop_congruent: 555.89; : 1,103.09; Stroop_incongruent: 625.96; 1-backtask: 648.02",0.6,,,,,,,,,,,codex_pdfplumber
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154637-040,17,doi:10.1371/journal.pone.0307934-TBL-C044,finding,"Stroop_congruent: 576.68; : 1,105.55; Stroop_incongruent: 633.11; 1-backtask: 645.31",0.6,,,,,,,,,,,codex_pdfplumber
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154637-040,18,doi:10.1371/journal.pone.0307934-TBL-C045,finding,"Stroop_congruent: 557.11; : 1,117.95; Stroop_incongruent: 610.97; 1-backtask: 646.68",0.6,,,,,,,,,,,codex_pdfplumber
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154637-040,19,doi:10.1371/journal.pone.0307934-TBL-C046,finding,"Stroop_congruent: Designfactor:(2,34)=1.05; 1-backtask: (2,34)=0.01",0.6,,,,,,,,,,,codex_pdfplumber
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154637-040,20,doi:10.1371/journal.pone.0307934-TBL-C047,finding,"Stroop_congruent: Taskconditionfactor:(1,17)=73.06",0.6,,,,,,,,,,,codex_pdfplumber
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154637-040,21,doi:10.1371/journal.pone.0307934-TBL-C048,finding,"Stroop_congruent: Design×taskcondition:(2,34)=0.76",0.6,,,,,,,,,,,codex_pdfplumber
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154637-040,22,doi:10.1371/journal.pone.0307934-TBL-C049,finding,Stroop_congruent: Designfactor:0.06; 1-backtask: <0.001,0.6,,,,,,,,,,,codex_pdfplumber
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154637-040,23,doi:10.1371/journal.pone.0307934-TBL-C050,finding,Stroop_congruent: Taskconditionfactor:0.81,0.6,,,,,,,,,,,codex_pdfplumber
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154637-040,24,doi:10.1371/journal.pone.0307934-TBL-C051,finding,Stroop_congruent: Design×taskcondition:0.04,0.6,,,,,,,,,,,codex_pdfplumber
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154637-040,25,doi:10.1371/journal.pone.0307934-TBL-C052,finding,Stroop_congruent: Designfactor:0.36; 1-backtask: 0.99,0.6,,,,,,,,,,,codex_pdfplumber
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154637-040,26,doi:10.1371/journal.pone.0307934-TBL-C053,finding,Stroop_congruent: Taskconditionfactor:<0.01,0.6,,,,,,,,,,,codex_pdfplumber
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154637-040,27,doi:10.1371/journal.pone.0307934-TBL-C054,finding,Stroop_congruent: Design×taskcondition:0.48,0.6,,,,,,,,,,,codex_pdfplumber
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213154637-040,28,doi:10.1371/journal.pone.0307934-TBL-C055,finding,Stroop_congruent: Taskfactor:congruent<incongruent(p<0.01),0.6,,,,,,,,,,,codex_pdfplumber
doi:10.38027/iccaua2024in0317,A Critical Enquiry of Material Ageing in Interior Architecture,air,TBL-20260213154638-042,0,doi:10.38027/iccaua2024in0317-TBL-C001,finding,Reasons for: Preservation,0.6,,,,,,,,,,,codex_pdfplumber
doi:10.38027/iccaua2024in0317,A Critical Enquiry of Material Ageing in Interior Architecture,air,TBL-20260213154638-043,0,doi:10.38027/iccaua2024in0317-TBL-C002,finding,Adaptive Reuse: Approach,0.6,,,,,,,,,,,codex_pdfplumber
