paper_id,title,pdf_path,resolved_pdf_path,status,n_tables,n_claims,error
doi:10.1016/j.buildenv.2015.03.014,Unweaving the human response in daylighting design,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2015.03.014.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2015.03.014.pdf,processed,0,0,
doi:10.1016/j.jenvp.2014.11.006,Architectural design and the brain: Effects of ceiling height and perceived enclosure on beauty judgments and approach-avoidance decisions,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.jenvp.2014.11.006.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.jenvp.2014.11.006.pdf,processed,0,0,
doi:10.1177/1477153514531518,"Effects of realistic office daylighting and electric lighting conditions on visual comfort, alertness and mood",/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_1477153514531518.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_1477153514531518.pdf,processed,0,0,
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.jenvp.2014.04.009.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.jenvp.2014.04.009.pdf,processed,15,20,
doi:10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph10041439.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph10041439.pdf,processed,3,6,
doi:10.1371/journal.pone.0016429,"Non-Visual Effects of Light on Melatonin, Alertness and Cognitive Performance: Can Blue-Enriched Light Keep Us Alert?",/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1371_journal.pone.0016429.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1371_journal.pone.0016429.pdf,processed,1,0,
doi:10.1016/j.jenvp.2011.07.002,Open-plan office noise: Cognitive performance and restoration,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.jenvp.2011.07.002.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.jenvp.2011.07.002.pdf,processed,0,0,
doi:10.1016/j.apacoust.2011.11.006,The development and application of the emotional dimensions of a soundscape,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.apacoust.2011.11.006.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.apacoust.2011.11.006.pdf,processed,0,0,
doi:10.4305/metu.jfa.2010.2.17,The Selection of Materials to Match Human Sensory Adaptation and Aesthetic Expectation in Industrial Design,"data/Zuo,_H._(2010)._The_selection_of_materials_to_matc.pdf","/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/Zuo,_H._(2010)._The_selection_of_materials_to_matc.pdf",processed,7,7,
sha256:70a5a275d9cf,"C , & Wirz Justice, A  Light, He","data/Fournier,_C.,_&_Wirz-Justice,_A._(2010)._Light,_He.pdf","/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/Fournier,_C.,_&_Wirz-Justice,_A._(2010)._Light,_He.pdf",processed,0,0,
doi:10.3390/ijerph7031036,Stress Recovery during Exposure to Nature Sound and Environmental Noise,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph7031036.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph7031036.pdf,processed,5,4,
sha256:4f30e0b5608b,Room acoustics and cognitive load when listening to speech,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/Room_acoustics_and_cognitive_load_when_listening_t.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/Room_acoustics_and_cognitive_load_when_listening_t.pdf,processed,0,0,
doi:10.5539/jsd.v1n3p3,Daylight for Energy Savings and Psycho-Physiological Well-Being in Sustainable Built Environments,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.5539_jsd.v1n3p3.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.5539_jsd.v1n3p3.pdf,processed,0,0,
doi:10.1080/00140130903154579,Effects of acoustic environment on work in private office rooms and open-plan offices – longitudinal study during relocation,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_00140130903154579.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_00140130903154579.pdf,processed,0,0,
doi:10.5271/sjweh.1268,"Blue-enriched white light in the workplace improves self-reported alertness, performance and sleep quality",/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.5271_sjweh.1268.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.5271_sjweh.1268.pdf,processed,7,1,
doi:10.1186/1740-3391-5-2,The effect of high correlated colour temperature office lighting on employee wellbeing and work performance,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1186_1740-3391-5-2.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1186_1740-3391-5-2.pdf,processed,0,0,
doi:10.1080/00994480.2002.10748396,Daylighting Impacts on Human Performance in School,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_00994480.2002.10748396.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_00994480.2002.10748396.pdf,processed,0,0,
