paper_id,title,topic_bucket,table_id,row_index,claim_id,claim_type,content,confidence,citation,intervention,control,outcome,sample_size,effect_size,effect_size_type,ci_lower,ci_upper,p_value,source,evidence_level,provenance_tier,requires_pdf_confirmation
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,5,doi:10.1371/journal.pone.0307934-TBL-C032,finding,"Stroop_congruent: Taskfactor:(1,17)=13.62",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,6,doi:10.1371/journal.pone.0307934-TBL-C033,finding,"Stroop_congruent: Design×taskcondition:(2,34)=1.68",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,7,doi:10.1371/journal.pone.0307934-TBL-C034,finding,Stroop_congruent: Designfactor:0.09; 1-backtask: 0.12,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,8,doi:10.1371/journal.pone.0307934-TBL-C035,finding,Stroop_congruent: Taskconditionfactor:0.45,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,9,doi:10.1371/journal.pone.0307934-TBL-C036,finding,Stroop_congruent: Design×taskcondition:0.09,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,10,doi:10.1371/journal.pone.0307934-TBL-C037,finding,Stroop_congruent: Designfactor:0.22; 1-backtask: 0.80,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,11,doi:10.1371/journal.pone.0307934-TBL-C038,finding,Stroop_congruent: Taskconditionfactor:<0.01,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,12,doi:10.1371/journal.pone.0307934-TBL-C039,finding,Stroop_congruent: Design×taskcondition:0.20,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,13,doi:10.1371/journal.pone.0307934-TBL-C040,finding,Stroop_congruent: Taskfactor:congruent>incongruent(p<0.01),0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,14,doi:10.1371/journal.pone.0307934-TBL-C041,finding,Stroop_congruent: Stroop_congruent; ×: ×; Stroop_incongruent: Stroop_incongruent; 1-backtask: 1-backtask,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,15,doi:10.1371/journal.pone.0307934-TBL-C042,finding,Stroop_congruent: Mean; : Mean; Stroop_incongruent: Mean; 1-backtask: Mean,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,16,doi:10.1371/journal.pone.0307934-TBL-C043,finding,"Stroop_congruent: 555.89; : 1,103.09; Stroop_incongruent: 625.96; 1-backtask: 648.02",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,17,doi:10.1371/journal.pone.0307934-TBL-C044,finding,"Stroop_congruent: 576.68; : 1,105.55; Stroop_incongruent: 633.11; 1-backtask: 645.31",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,18,doi:10.1371/journal.pone.0307934-TBL-C045,finding,"Stroop_congruent: 557.11; : 1,117.95; Stroop_incongruent: 610.97; 1-backtask: 646.68",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,19,doi:10.1371/journal.pone.0307934-TBL-C046,finding,"Stroop_congruent: Designfactor:(2,34)=1.05; 1-backtask: (2,34)=0.01",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,20,doi:10.1371/journal.pone.0307934-TBL-C047,finding,"Stroop_congruent: Taskconditionfactor:(1,17)=73.06",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,21,doi:10.1371/journal.pone.0307934-TBL-C048,finding,"Stroop_congruent: Design×taskcondition:(2,34)=0.76",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,22,doi:10.1371/journal.pone.0307934-TBL-C049,finding,Stroop_congruent: Designfactor:0.06; 1-backtask: <0.001,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,23,doi:10.1371/journal.pone.0307934-TBL-C050,finding,Stroop_congruent: Taskconditionfactor:0.81,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,24,doi:10.1371/journal.pone.0307934-TBL-C051,finding,Stroop_congruent: Design×taskcondition:0.04,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,25,doi:10.1371/journal.pone.0307934-TBL-C052,finding,Stroop_congruent: Designfactor:0.36; 1-backtask: 0.99,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,26,doi:10.1371/journal.pone.0307934-TBL-C053,finding,Stroop_congruent: Taskconditionfactor:<0.01,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,27,doi:10.1371/journal.pone.0307934-TBL-C054,finding,Stroop_congruent: Design×taskcondition:0.48,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,28,doi:10.1371/journal.pone.0307934-TBL-C055,finding,Stroop_congruent: Taskfactor:congruent<incongruent(p<0.01),0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.38027/iccaua2024in0317,A Critical Enquiry of Material Ageing in Interior Architecture,air,TBL-20260213161644-042,0,doi:10.38027/iccaua2024in0317-TBL-C001,finding,Reasons for: Preservation,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.38027/iccaua2024in0317,A Critical Enquiry of Material Ageing in Interior Architecture,air,TBL-20260213161644-043,0,doi:10.38027/iccaua2024in0317-TBL-C002,finding,Adaptive Reuse: Approach,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.3390/ijerph20021082,Effects of Acoustic Environment Types on Stress Relief in Urban Parks,acoustic,TBL-20260213161654-058,0,doi:10.3390/ijerph20021082-TBL-C001,finding,": ment
itha
alof
tion
ment",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1038/s41598-022-20649-y,A mobile EEG study on the psychophysiological effects of walking and crowding in indoor and outdoor urban environments,biophilic,TBL-20260213161716-077,0,doi:10.1038/s41598-022-20649-y-TBL-C001,sample,Standing group,0.85,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1038/s41598-022-20649-y,A mobile EEG study on the psychophysiological effects of walking and crowding in indoor and outdoor urban environments,biophilic,TBL-20260213161716-077,1,doi:10.1038/s41598-022-20649-y-TBL-C002,sample,n = 20 group,0.85,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1038/s41598-022-20649-y,A mobile EEG study on the psychophysiological effects of walking and crowding in indoor and outdoor urban environments,biophilic,TBL-20260213161716-077,3,doi:10.1038/s41598-022-20649-y-TBL-C003,sample,9 (45%) group,0.85,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1038/s41598-022-20649-y,A mobile EEG study on the psychophysiological effects of walking and crowding in indoor and outdoor urban environments,biophilic,TBL-20260213161716-077,4,doi:10.1038/s41598-022-20649-y-TBL-C004,sample,11 (55%) group,0.85,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1038/s41598-022-20649-y,A mobile EEG study on the psychophysiological effects of walking and crowding in indoor and outdoor urban environments,biophilic,TBL-20260213161716-077,6,doi:10.1038/s41598-022-20649-y-TBL-C005,sample,22.60 (2.56) group,0.85,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1038/s41598-022-20649-y,A mobile EEG study on the psychophysiological effects of walking and crowding in indoor and outdoor urban environments,biophilic,TBL-20260213161716-077,8,doi:10.1038/s41598-022-20649-y-TBL-C006,sample,168.25 (9.00) group,0.85,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213161756-112,0,doi:10.1080/17508975.2020.1732859-TBL-C001,finding,Spathiphyllum wallisii: cv. 'VERDI',0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213161756-113,0,doi:10.1080/17508975.2020.1732859-TBL-C002,sample,age: Flowers,0.85,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213161756-114,0,doi:10.1080/17508975.2020.1732859-TBL-C003,finding,Dracaena fragrans cv.: ‘GOLDEN COAST’,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213161757-116,0,doi:10.1080/17508975.2020.1732859-TBL-C004,finding,"Given the ordinal nature of the data and that assumptions for the Friedman test with exact: significance were met, this test was conducted. This was followed by a post-hoc Wilcoxon",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213161757-116,1,doi:10.1080/17508975.2020.1732859-TBL-C005,finding,"Given the ordinal nature of the data and that assumptions for the Friedman test with exact: Signed Rank test, if results from the Friedman test were significant.",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213161757-117,0,doi:10.1080/17508975.2020.1732859-TBL-C006,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213161757-117,1,doi:10.1080/17508975.2020.1732859-TBL-C007,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213161757-118,0,doi:10.1080/17508975.2020.1732859-TBL-C008,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213161757-120,0,doi:10.1080/17508975.2020.1732859-TBL-C009,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213161757-121,0,doi:10.1080/17508975.2020.1732859-TBL-C010,finding,: -0.894; Conditions: -2.577 b,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213161757-124,0,doi:10.1080/17508975.2020.1732859-TBL-C011,finding,"In your current office environment and at the time of this questionnaire,: how do you perceive your general health level?",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213161757-125,0,doi:10.1080/17508975.2020.1732859-TBL-C012,finding,"In your current office environment and at the time of this questionnaire,: how do you perceive your stress level?",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213161757-126,0,doi:10.1080/17508975.2020.1732859-TBL-C013,finding,"In your current office environment and at the time of this questionnaire,: how do you perceive your overall wellbeing?",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.20944/preprints201907.0323.v1,Biophilic Architecture for Restoration and Therapy within the Built Environment: A Review,biophilic,TBL-20260213161806-131,0,doi:10.20944/preprints201907.0323.v1-TBL-C001,finding,"Deviation Contributors: Temperature
(Chua et al., 2006; Fang et al., 2004;
Kamaruzzaman and Sabrani, 2011;
Seppanen, Fisk and Lei, 2006;
Wargocki et al., 2006).; Direct Mental Effects: Lowering the rate of performance and
productivity.
Distraction",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1038/s41598-019-46099-7,Reduction of physiological stress by urban green space in a multisensory virtual experiment,acoustic,TBL-20260213161812-138,0,doi:10.1038/s41598-019-46099-7-TBL-C001,finding,Stress: Urban; : Forest; Recovery: Urban,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1038/s41598-019-46099-7,Reduction of physiological stress by urban green space in a multisensory virtual experiment,acoustic,TBL-20260213161812-138,1,doi:10.1038/s41598-019-46099-7-TBL-C002,finding,Stress: M = 1.139; : M = 0.3538; Recovery: M = 1.0468,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1038/s41598-019-46099-7,Reduction of physiological stress by urban green space in a multisensory virtual experiment,acoustic,TBL-20260213161812-138,2,doi:10.1038/s41598-019-46099-7-TBL-C003,finding,Stress: SD = 4.0160; : SD = 2.4693; Recovery: SD = 4.3801,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.15242/ijacebs.ae0416104,Natural Light and Productivity: Analyzing the Impacts of Daylighting on Students’ and Workers’ Health and Alertness,light,TBL-20260213161824-148,0,doi:10.15242/ijacebs.ae0416104-TBL-C001,finding,"Decrease: Cancer
Possibility; Improve: Mood",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.15242/ijacebs.ae0416104,Natural Light and Productivity: Analyzing the Impacts of Daylighting on Students’ and Workers’ Health and Alertness,light,TBL-20260213161824-148,1,doi:10.15242/ijacebs.ae0416104-TBL-C002,finding,"Decrease: Abnormal Bone
Formation; Improve: Mental
Performance",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.15242/ijacebs.ae0416104,Natural Light and Productivity: Analyzing the Impacts of Daylighting on Students’ and Workers’ Health and Alertness,light,TBL-20260213161824-148,2,doi:10.15242/ijacebs.ae0416104-TBL-C003,finding,Decrease: -; Improve: Alertness,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.15242/ijacebs.ae0416104,Natural Light and Productivity: Analyzing the Impacts of Daylighting on Students’ and Workers’ Health and Alertness,light,TBL-20260213161824-148,3,doi:10.15242/ijacebs.ae0416104-TBL-C004,finding,Decrease: -; Improve: Brain activity,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213161835-151,0,doi:10.1016/j.jenvp.2014.04.009-TBL-C001,finding,3500K: 2330 lm; 5000 K: 2300 lm; 3500 K: 3000 lm,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213161835-152,2,doi:10.1016/j.jenvp.2014.04.009-TBL-C002,finding,: 39.09,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213161835-153,0,doi:10.1016/j.jenvp.2014.04.009-TBL-C003,finding,: 62.16,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213161835-153,1,doi:10.1016/j.jenvp.2014.04.009-TBL-C004,finding,Without daylight access: 50.22; With daylight access: 54.62,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213161835-153,2,doi:10.1016/j.jenvp.2014.04.009-TBL-C005,finding,Without daylight access: 49.98; With daylight access: 46.46,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213161835-153,3,doi:10.1016/j.jenvp.2014.04.009-TBL-C006,finding,: 30.88,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213161835-153,4,doi:10.1016/j.jenvp.2014.04.009-TBL-C007,finding,"Without daylight access: 3500 K
5000 K; With daylight access: 3500 K
5000 K",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213161835-154,1,doi:10.1016/j.jenvp.2014.04.009-TBL-C008,finding,: 4.85,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213161836-156,0,doi:10.1016/j.jenvp.2014.04.009-TBL-C009,finding,": 3.78
3.08",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213161836-157,1,doi:10.1016/j.jenvp.2014.04.009-TBL-C010,finding,: 52.64,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213161836-158,1,doi:10.1016/j.jenvp.2014.04.009-TBL-C011,finding,: 4.21,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213161836-158,3,doi:10.1016/j.jenvp.2014.04.009-TBL-C012,finding,: 2.60,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213161836-160,3,doi:10.1016/j.jenvp.2014.04.009-TBL-C013,finding,: 2.46,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213161836-161,1,doi:10.1016/j.jenvp.2014.04.009-TBL-C014,finding,: 4.54,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213161836-161,2,doi:10.1016/j.jenvp.2014.04.009-TBL-C015,finding,: 3.50,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213161836-162,1,doi:10.1016/j.jenvp.2014.04.009-TBL-C016,finding,: 4.19,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213161836-162,2,doi:10.1016/j.jenvp.2014.04.009-TBL-C017,finding,": 3.85
3.79
3.20",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213161836-162,4,doi:10.1016/j.jenvp.2014.04.009-TBL-C018,finding,": 3500 K
5000 K",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213161836-163,2,doi:10.1016/j.jenvp.2014.04.009-TBL-C019,finding,: 3.10,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213161836-163,3,doi:10.1016/j.jenvp.2014.04.009-TBL-C020,finding,: 2.60,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,acoustic,TBL-20260213161836-164,0,doi:10.3390/ijerph10041439-TBL-C001,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,acoustic,TBL-20260213161836-164,1,doi:10.3390/ijerph10041439-TBL-C002,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,acoustic,TBL-20260213161836-164,2,doi:10.3390/ijerph10041439-TBL-C003,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,acoustic,TBL-20260213161836-164,3,doi:10.3390/ijerph10041439-TBL-C004,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,acoustic,TBL-20260213161836-164,4,doi:10.3390/ijerph10041439-TBL-C005,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,acoustic,TBL-20260213161836-165,0,doi:10.3390/ijerph10041439-TBL-C006,finding,"Indicators
of insecurity: Missing
indicators
of safety; Stimulating
and safe: Ample
indications
of safety",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.4305/metu.jfa.2010.2.17,The Selection of Materials to Match Human Sensory Adaptation and Aesthetic Expectation in Industrial Design,cognition,TBL-20260213161842-168,0,doi:10.4305/metu.jfa.2010.2.17-TBL-C001,finding,10.2.17: 301,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.4305/metu.jfa.2010.2.17,The Selection of Materials to Match Human Sensory Adaptation and Aesthetic Expectation in Industrial Design,cognition,TBL-20260213161842-169,0,doi:10.4305/metu.jfa.2010.2.17-TBL-C002,finding,": figure 1. the connotation of product
aesthetics.",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
