paper_id,title,topic_bucket,table_id,row_index,claim_id,claim_type,content,confidence,citation,intervention,control,outcome,sample_size,effect_size,effect_size_type,ci_lower,ci_upper,p_value,source,adjudication_reasons
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,24,doi:10.1371/journal.pone.0307934-TBL-C051,finding,Stroop_congruent: Design×taskcondition:0.04,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,25,doi:10.1371/journal.pone.0307934-TBL-C052,finding,Stroop_congruent: Designfactor:0.36; 1-backtask: 0.99,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,26,doi:10.1371/journal.pone.0307934-TBL-C053,finding,Stroop_congruent: Taskconditionfactor:<0.01,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,27,doi:10.1371/journal.pone.0307934-TBL-C054,finding,Stroop_congruent: Design×taskcondition:0.48,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,28,doi:10.1371/journal.pone.0307934-TBL-C055,finding,Stroop_congruent: Taskfactor:congruent<incongruent(p<0.01),0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.3390/ijerph20021082,Effects of Acoustic Environment Types on Stress Relief in Urban Parks,acoustic,TBL-20260213150647-035,0,doi:10.3390/ijerph20021082-TBL-C001,finding,": ment
itha
alof
tion
ment",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1038/s41598-022-20649-y,A mobile EEG study on the psychophysiological effects of walking and crowding in indoor and outdoor urban environments,biophilic,TBL-20260213150708-054,0,doi:10.1038/s41598-022-20649-y-TBL-C001,sample,Standing group,0.85,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1038/s41598-022-20649-y,A mobile EEG study on the psychophysiological effects of walking and crowding in indoor and outdoor urban environments,biophilic,TBL-20260213150708-054,1,doi:10.1038/s41598-022-20649-y-TBL-C002,sample,n = 20 group,0.85,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1038/s41598-022-20649-y,A mobile EEG study on the psychophysiological effects of walking and crowding in indoor and outdoor urban environments,biophilic,TBL-20260213150708-054,3,doi:10.1038/s41598-022-20649-y-TBL-C003,sample,9 (45%) group,0.85,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1038/s41598-022-20649-y,A mobile EEG study on the psychophysiological effects of walking and crowding in indoor and outdoor urban environments,biophilic,TBL-20260213150708-054,4,doi:10.1038/s41598-022-20649-y-TBL-C004,sample,11 (55%) group,0.85,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1038/s41598-022-20649-y,A mobile EEG study on the psychophysiological effects of walking and crowding in indoor and outdoor urban environments,biophilic,TBL-20260213150708-054,6,doi:10.1038/s41598-022-20649-y-TBL-C005,sample,22.60 (2.56) group,0.85,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1038/s41598-022-20649-y,A mobile EEG study on the psychophysiological effects of walking and crowding in indoor and outdoor urban environments,biophilic,TBL-20260213150708-054,8,doi:10.1038/s41598-022-20649-y-TBL-C006,sample,168.25 (9.00) group,0.85,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213150737-081,0,doi:10.1080/17508975.2020.1732859-TBL-C001,finding,Spathiphyllum wallisii: cv. 'VERDI',0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213150737-082,0,doi:10.1080/17508975.2020.1732859-TBL-C002,sample,age: Flowers,0.85,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213150737-083,0,doi:10.1080/17508975.2020.1732859-TBL-C003,finding,Dracaena fragrans cv.: ‘GOLDEN COAST’,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213150737-085,0,doi:10.1080/17508975.2020.1732859-TBL-C004,finding,"Given the ordinal nature of the data and that assumptions for the Friedman test with exact: significance were met, this test was conducted. This was followed by a post-hoc Wilcoxon",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213150737-085,1,doi:10.1080/17508975.2020.1732859-TBL-C005,finding,"Given the ordinal nature of the data and that assumptions for the Friedman test with exact: Signed Rank test, if results from the Friedman test were significant.",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213150738-086,0,doi:10.1080/17508975.2020.1732859-TBL-C006,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213150738-086,1,doi:10.1080/17508975.2020.1732859-TBL-C007,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213150738-087,0,doi:10.1080/17508975.2020.1732859-TBL-C008,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213150738-089,0,doi:10.1080/17508975.2020.1732859-TBL-C009,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213150738-090,0,doi:10.1080/17508975.2020.1732859-TBL-C010,finding,: -0.894; Conditions: -2.577 b,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213150738-093,0,doi:10.1080/17508975.2020.1732859-TBL-C011,finding,"In your current office environment and at the time of this questionnaire,: how do you perceive your general health level?",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213150738-094,0,doi:10.1080/17508975.2020.1732859-TBL-C012,finding,"In your current office environment and at the time of this questionnaire,: how do you perceive your stress level?",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",biophilic,TBL-20260213150738-095,0,doi:10.1080/17508975.2020.1732859-TBL-C013,finding,"In your current office environment and at the time of this questionnaire,: how do you perceive your overall wellbeing?",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.20944/preprints201907.0323.v1,Biophilic Architecture for Restoration and Therapy within the Built Environment: A Review,biophilic,TBL-20260213150747-100,0,doi:10.20944/preprints201907.0323.v1-TBL-C001,finding,"Deviation Contributors: Temperature
(Chua et al., 2006; Fang et al., 2004;
Kamaruzzaman and Sabrani, 2011;
Seppanen, Fisk and Lei, 2006;
Wargocki et al., 2006).; Direct Mental Effects: Lowering the rate of performance and
productivity.
Distraction",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1038/s41598-019-46099-7,Reduction of physiological stress by urban green space in a multisensory virtual experiment,acoustic,TBL-20260213150753-107,0,doi:10.1038/s41598-019-46099-7-TBL-C001,finding,Stress: Urban; : Forest; Recovery: Urban,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1038/s41598-019-46099-7,Reduction of physiological stress by urban green space in a multisensory virtual experiment,acoustic,TBL-20260213150753-107,1,doi:10.1038/s41598-019-46099-7-TBL-C002,finding,Stress: M = 1.139; : M = 0.3538; Recovery: M = 1.0468,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1038/s41598-019-46099-7,Reduction of physiological stress by urban green space in a multisensory virtual experiment,acoustic,TBL-20260213150753-107,2,doi:10.1038/s41598-019-46099-7-TBL-C003,finding,Stress: SD = 4.0160; : SD = 2.4693; Recovery: SD = 4.3801,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.15242/ijacebs.ae0416104,Natural Light and Productivity: Analyzing the Impacts of Daylighting on Students’ and Workers’ Health and Alertness,light,TBL-20260213150805-117,0,doi:10.15242/ijacebs.ae0416104-TBL-C001,finding,"Decrease: Cancer
Possibility; Improve: Mood",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.15242/ijacebs.ae0416104,Natural Light and Productivity: Analyzing the Impacts of Daylighting on Students’ and Workers’ Health and Alertness,light,TBL-20260213150805-117,1,doi:10.15242/ijacebs.ae0416104-TBL-C002,finding,"Decrease: Abnormal Bone
Formation; Improve: Mental
Performance",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.15242/ijacebs.ae0416104,Natural Light and Productivity: Analyzing the Impacts of Daylighting on Students’ and Workers’ Health and Alertness,light,TBL-20260213150805-117,2,doi:10.15242/ijacebs.ae0416104-TBL-C003,finding,Decrease: -; Improve: Alertness,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.15242/ijacebs.ae0416104,Natural Light and Productivity: Analyzing the Impacts of Daylighting on Students’ and Workers’ Health and Alertness,light,TBL-20260213150805-117,3,doi:10.15242/ijacebs.ae0416104-TBL-C004,finding,Decrease: -; Improve: Brain activity,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213150815-120,0,doi:10.1016/j.jenvp.2014.04.009-TBL-C001,finding,3500K: 2330 lm; 5000 K: 2300 lm; 3500 K: 3000 lm,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213150815-121,2,doi:10.1016/j.jenvp.2014.04.009-TBL-C002,finding,: 39.09,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields;short_content
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213150815-122,0,doi:10.1016/j.jenvp.2014.04.009-TBL-C003,finding,: 62.16,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields;short_content
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213150815-122,1,doi:10.1016/j.jenvp.2014.04.009-TBL-C004,finding,Without daylight access: 50.22; With daylight access: 54.62,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213150815-122,2,doi:10.1016/j.jenvp.2014.04.009-TBL-C005,finding,Without daylight access: 49.98; With daylight access: 46.46,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213150815-122,3,doi:10.1016/j.jenvp.2014.04.009-TBL-C006,finding,: 30.88,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields;short_content
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213150815-122,4,doi:10.1016/j.jenvp.2014.04.009-TBL-C007,finding,"Without daylight access: 3500 K
5000 K; With daylight access: 3500 K
5000 K",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213150815-123,1,doi:10.1016/j.jenvp.2014.04.009-TBL-C008,finding,: 4.85,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields;short_content
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213150815-125,0,doi:10.1016/j.jenvp.2014.04.009-TBL-C009,finding,": 3.78
3.08",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields;short_content
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213150815-126,1,doi:10.1016/j.jenvp.2014.04.009-TBL-C010,finding,: 52.64,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields;short_content
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213150815-127,1,doi:10.1016/j.jenvp.2014.04.009-TBL-C011,finding,: 4.21,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields;short_content
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213150815-127,3,doi:10.1016/j.jenvp.2014.04.009-TBL-C012,finding,: 2.60,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields;short_content
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213150815-129,3,doi:10.1016/j.jenvp.2014.04.009-TBL-C013,finding,: 2.46,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields;short_content
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213150815-130,1,doi:10.1016/j.jenvp.2014.04.009-TBL-C014,finding,: 4.54,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields;short_content
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213150815-130,2,doi:10.1016/j.jenvp.2014.04.009-TBL-C015,finding,: 3.50,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields;short_content
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213150816-131,1,doi:10.1016/j.jenvp.2014.04.009-TBL-C016,finding,: 4.19,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields;short_content
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213150816-131,2,doi:10.1016/j.jenvp.2014.04.009-TBL-C017,finding,": 3.85
3.79
3.20",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields;short_content
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213150816-131,4,doi:10.1016/j.jenvp.2014.04.009-TBL-C018,finding,": 3500 K
5000 K",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields;short_content
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213150816-132,2,doi:10.1016/j.jenvp.2014.04.009-TBL-C019,finding,: 3.10,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields;short_content
doi:10.1016/j.jenvp.2014.04.009,Field study of office worker responses to fluorescent lighting of different CCT and lumen output,light,TBL-20260213150816-132,3,doi:10.1016/j.jenvp.2014.04.009-TBL-C020,finding,: 2.60,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields;short_content
doi:10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,acoustic,TBL-20260213150816-133,0,doi:10.3390/ijerph10041439-TBL-C001,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,acoustic,TBL-20260213150816-133,1,doi:10.3390/ijerph10041439-TBL-C002,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,acoustic,TBL-20260213150816-133,2,doi:10.3390/ijerph10041439-TBL-C003,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,acoustic,TBL-20260213150816-133,3,doi:10.3390/ijerph10041439-TBL-C004,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,acoustic,TBL-20260213150816-133,4,doi:10.3390/ijerph10041439-TBL-C005,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,acoustic,TBL-20260213150816-134,0,doi:10.3390/ijerph10041439-TBL-C006,finding,"Indicators
of insecurity: Missing
indicators
of safety; Stimulating
and safe: Ample
indications
of safety",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.3390/ijerph7031036,Stress Recovery during Exposure to Nature Sound and Environmental Noise,acoustic,TBL-20260213150822-138,0,doi:10.3390/ijerph7031036-TBL-C001,finding,"b1 = 0.1626
b2 = 0.3428
b3 =-0.1387
x = 101.3
Half-life : Half-life ",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.3390/ijerph7031036,Stress Recovery during Exposure to Nature Sound and Environmental Noise,acoustic,TBL-20260213150822-139,0,doi:10.3390/ijerph7031036-TBL-C002,finding,"b1 = 0.2054
b2 = 0.3071
b3 =-0.1185
x = 159.8
Half-life : Half-life ",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.3390/ijerph7031036,Stress Recovery during Exposure to Nature Sound and Environmental Noise,acoustic,TBL-20260213150822-140,0,doi:10.3390/ijerph7031036-TBL-C003,finding,"b1 = 0.1822
b2 = 0.3366
b3 =-0.1394
x = 111.4
Half-life : Half-life ",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.3390/ijerph7031036,Stress Recovery during Exposure to Nature Sound and Environmental Noise,acoustic,TBL-20260213150822-141,0,doi:10.3390/ijerph7031036-TBL-C004,finding,"b1 = 0.1607
b2 = 0.3551
b3 =-0.1111
x = 121.3
Half-life : Half-life ",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.5271/sjweh.1268,"Blue-enriched white light in the workplace improves self-reported alertness, performance and sleep quality",other,TBL-20260213150828-142,0,doi:10.5271/sjweh.1268-TBL-C001,finding,": Evening Global PSQI
Alertness Performance",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
