variable_name,categories,repos,repo_count,source_count,example_sources
PredictionBelief,extraction_output_field,BN_graphical,1,1,BN_graphical/contracts/bn.api.v2.schema.json:347
PredictionOutput,extraction_output_field,BN_graphical,1,1,BN_graphical/statistical_engine/schemas.py:105
ProcessingOrder,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otConverters.py:1221; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/otConverters.py:1221; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/otConverters.py:1221
PropagationDirection,extraction_output_field,BN_graphical,1,1,BN_graphical/contracts/bn.epistemology.v1.schema.json:16
PropagationRequest,extraction_output_field,BN_graphical,1,1,BN_graphical/contracts/bn.epistemology.v1.schema.json:75
PropagationResponse,extraction_output_field,BN_graphical,1,1,BN_graphical/contracts/bn.epistemology.v1.schema.json:111
PropositionId,extraction_output_field,BN_graphical,1,1,BN_graphical/contracts/ae_bn_bridge.v1.schema.json:10
ProvenanceSummary,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/schemas/integration.edge_justification.v1.schema.json:83
R5.11,extraction_output_field,BN_graphical,1,1,BN_graphical/contracts/bn.epistemology.v1.schema.json:416
R5.12,extraction_output_field,BN_graphical,1,1,BN_graphical/contracts/bn.epistemology.v1.schema.json:417
R5.13,extraction_output_field,BN_graphical,1,1,BN_graphical/contracts/bn.epistemology.v1.schema.json:418
R5.6,extraction_output_field,BN_graphical,1,1,BN_graphical/contracts/bn.epistemology.v1.schema.json:414
R5.7,extraction_output_field,BN_graphical,1,1,BN_graphical/contracts/bn.epistemology.v1.schema.json:415
RCT,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/scope_extractor.py:464; Article_Eater_PostQuinean_v1/src/services/scope_extractor.py:464
RDATE,extraction_output_field,BN_graphical,1,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/dateutil/rrule.py:1677; BN_graphical/bn_venv/lib/python3.14/site-packages/dateutil/rrule.py:1677; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/dateutil/rrule.py:1677; BN_graphical/test_venv_310/lib/python3.10/site-packages/dateutil/rrule.py:1677
README.rst,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/tests/test_editable_install.py:88; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/setuptools/tests/test_editable_install.py:88; BN_graphical/test_venv_310/lib/python3.10/site-packages/setuptools/tests/test_editable_install.py:89
REALNAME,extraction_output_field,BN_graphical,1,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/use_rules.py:87; BN_graphical/bn_venv/lib/python3.14/site-packages/numpy/f2py/use_rules.py:80; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/numpy/f2py/use_rules.py:94; BN_graphical/test_venv_310/lib/python3.10/site-packages/numpy/f2py/use_rules.py:94
REBUTTING,enum_value,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/src/models/epistemic_status.py:44; Article_Eater_PostQuinean_v1/src/services/warrant_service.py:57
REJECTED,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/app/routes/api_unified.py:85
REVIEW,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/models/provenance.py:39
RMSEA,extraction_output_field,BN_graphical,1,1,BN_graphical/docs/research/ARTICLE_TYPE_ARGUMENT_TABLES.md:1089
RRULE,extraction_output_field,BN_graphical,1,8,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/dateutil/rrule.py:1544; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/dateutil/rrule.py:1673; BN_graphical/bn_venv/lib/python3.14/site-packages/dateutil/rrule.py:1544; BN_graphical/bn_venv/lib/python3.14/site-packages/dateutil/rrule.py:1673
RangeRecord,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otTables.py:1007; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/otTables.py:1007; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/otTables.py:1007
RegionAttributes,extraction_output_field,Tagging_Contractor,1,1,Tagging_Contractor/contracts/localized_image_tags.schema.json:79
RegionAxisCount,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otTables.py:1176; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/otTables.py:1176; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/otTables.py:1176
RegionRelationship,extraction_output_field,Tagging_Contractor,1,1,Tagging_Contractor/contracts/localized_image_tags.schema.json:122
RenderResult,extraction_output_field,BN_graphical,1,18,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pip/_vendor/rich/table.py:478; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pip/_vendor/rich/table.py:499; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pip/_vendor/rich/table.py:749; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/rich/table.py:478
ReservedFlags,extraction_output_field,BN_graphical,1,9,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otTables.py:549; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otTables.py:613; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otTables.py:751; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/otTables.py:549
ReviewCreateRequest,extraction_output_field,Tagging_Contractor,1,2,Tagging_Contractor/Archive 2/backend/app/schemas.py:97; Tagging_Contractor/backend/app/schemas.py:97
RevisionAction,extraction_output_field,BN_graphical,1,1,BN_graphical/contracts/bn.epistemology.v1.schema.json:251
SECONDLY,extraction_output_field,BN_graphical,1,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/dateutil/rrule.py:1469; BN_graphical/bn_venv/lib/python3.14/site-packages/dateutil/rrule.py:1469; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/dateutil/rrule.py:1469; BN_graphical/test_venv_310/lib/python3.10/site-packages/dateutil/rrule.py:1469
SELF_REPORT,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/models/provenance.py:69
SPARSE,enum_value,BN_graphical,1,1,BN_graphical/bn_venv/lib/python3.14/site-packages/sqlalchemy/dialects/oracle/vector.py:108
STATFlags,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otConverters.py:2051; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/otConverters.py:2051; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/otConverters.py:2051
STUB,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/app/routes/api_unified.py:87
STXHeader,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otConverters.py:2064; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/otConverters.py:2064; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/otConverters.py:2064
ScopeBoundary,extraction_output_field,BN_graphical,1,1,BN_graphical/src/mechanisms/mechanism_schema.py:234
SemanticRegion,extraction_output_field,Tagging_Contractor,1,1,Tagging_Contractor/contracts/localized_image_tags.schema.json:83
SignatureRecord,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/D_S_I_G_.py:118; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/D_S_I_G_.py:118; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/D_S_I_G_.py:118
SpohnConditionalization,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/schemas/epistemic_status.v1.schema.json:95
StartGlyph,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otTables.py:1422; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/otTables.py:1422; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/otTables.py:1422
StringRecord,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/M_E_T_A_.py:234; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/M_E_T_A_.py:234; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/M_E_T_A_.py:234
StructLength,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otConverters.py:678; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/otConverters.py:678; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/otConverters.py:678
SubFeatureFlags,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otConverters.py:1233; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/otConverters.py:1233; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/otConverters.py:1233
SubStruct,extraction_output_field,BN_graphical,1,6,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otBase.py:969; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otConverters.py:69; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/otBase.py:969; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/otConverters.py:69
SubTable,extraction_output_field,BN_graphical,1,9,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otBase.py:804; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otBase.py:963; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otConverters.py:65; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/otBase.py:804
SubjectModerator,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/schemas/rule_graph.schema.json:40
SubjectScope,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/schemas/rule_graph.schema.json:87
SubjectTrait,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/schemas/panel_subjects.schema.json:3; Article_Eater_PostQuinean_v1/schemas/rule_graph.schema.json:257
THEORY,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/models/provenance.py:28
TIMEOUT,enum_value,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/websockets/asyncio/async_timeout.py:115; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/websockets/asyncio/async_timeout.py:115; BN_graphical/test_venv_310/lib/python3.10/site-packages/websockets/asyncio/async_timeout.py:115
TTGlyph,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/_g_l_y_f.py:266; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/_g_l_y_f.py:266; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/_g_l_y_f.py:266
TagObservation,extraction_output_field,BN_graphical,1,1,BN_graphical/contracts/bn.api.v2.schema.json:203
TextDirection,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otConverters.py:1226; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/otConverters.py:1226; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/otConverters.py:1226
TheoreticalAlignment,extraction_output_field,BN_graphical,1,1,BN_graphical/src/schemas/mechanism_specification.py:103
TupleList,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otConverters.py:2052; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/otConverters.py:2052; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/otConverters.py:2052
UNCHECKED,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/services/warrant_service.py:52
UNDERCUTTING,enum_value,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/src/models/epistemic_status.py:45; Article_Eater_PostQuinean_v1/src/services/warrant_service.py:58
UNIDENTIFIABLE,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/services/graph_confidence_service.py:52
UNION,enum_value,BN_graphical,1,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:4249; BN_graphical/bn_venv/lib/python3.14/site-packages/sqlalchemy/sql/selectable.py:4504; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/sqlalchemy/sql/selectable.py:4249; BN_graphical/test_venv_310/lib/python3.10/site-packages/sqlalchemy/sql/selectable.py:4249
UNJUSTIFIED,enum_value,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/src/models/provenance.py:62; Article_Eater_PostQuinean_v1/src/services/grounding_service.py:63
UNKNOWN,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/services/graph_confidence_service.py:54
USEMODULENAME,extraction_output_field,BN_graphical,1,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/use_rules.py:89; BN_graphical/bn_venv/lib/python3.14/site-packages/numpy/f2py/use_rules.py:82; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/numpy/f2py/use_rules.py:96; BN_graphical/test_venv_310/lib/python3.10/site-packages/numpy/f2py/use_rules.py:96
User-Agent,extraction_output_field,Article_Finder_v3_2_3,1,4,Article_Finder_v3_2_3/ingest/doi_resolver.py:149; Article_Finder_v3_2_3/ingest/doi_resolver.py:328; Article_Finder_v3_2_3/ingest/pdf_downloader.py:123; Article_Finder_v3_2_3/ingest/pdf_downloader.py:46
VERY_LOW,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/models/provenance.py:85
VOriginRecord,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/V_O_R_G_.py:110; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/V_O_R_G_.py:110; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/V_O_R_G_.py:110
ValidateRequest,extraction_output_field,BN_graphical,1,1,BN_graphical/contracts/bn.api.v2.schema.json:392
ValidateResponse,extraction_output_field,BN_graphical,1,1,BN_graphical/contracts/bn.api.v2.schema.json:419
ValueFormat2,extraction_output_field,BN_graphical,1,6,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otTables.py:2374; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otTables.py:2400; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/otTables.py:2374; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/otTables.py:2400
ValueRecord,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otConverters.py:2044; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/otConverters.py:2044; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/otConverters.py:2044
VarCompositeGlyphList,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otConverters.py:2053; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/otConverters.py:2053; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/otConverters.py:2053
VarDataValue,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otConverters.py:2047; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/otConverters.py:2047; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/otConverters.py:2047
VarIdxMapValue,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otConverters.py:2046; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/otConverters.py:2046; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/otConverters.py:2046
VarIndex,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/ttLib/tables/otConverters.py:2029; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/ttLib/tables/otConverters.py:2029; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/ttLib/tables/otConverters.py:2029
VerificationUIData,extraction_output_field,BN_graphical,1,1,BN_graphical/src/ai_extraction/verification_queue.py:600
WEEKLY,extraction_output_field,BN_graphical,1,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/dateutil/rrule.py:1465; BN_graphical/bn_venv/lib/python3.14/site-packages/dateutil/rrule.py:1465; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/dateutil/rrule.py:1465; BN_graphical/test_venv_310/lib/python3.10/site-packages/dateutil/rrule.py:1465
WELL_JUSTIFIED,enum_value,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/src/models/provenance.py:59; Article_Eater_PostQuinean_v1/src/services/grounding_service.py:60
WarrantStatus,extraction_output_field,BN_graphical,1,1,BN_graphical/contracts/ae_bn_bridge.v1.schema.json:22
X_types,extraction_output_field,BN_graphical,1,21,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sklearn/feature_extraction/_dict_vectorizer.py:452; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sklearn/feature_extraction/_hash.py:197; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sklearn/feature_extraction/image.py:671; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sklearn/feature_extraction/text.py:1492
YEARLY,extraction_output_field,BN_graphical,1,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/dateutil/rrule.py:1463; BN_graphical/bn_venv/lib/python3.14/site-packages/dateutil/rrule.py:1463; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/dateutil/rrule.py:1463; BN_graphical/test_venv_310/lib/python3.10/site-packages/dateutil/rrule.py:1463
_ARRAY_DIMENSIONS,enum_value,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/xarray/tests/test_backends.py:2649; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/xarray/tests/test_backends.py:2313; BN_graphical/test_venv_310/lib/python3.10/site-packages/xarray/tests/test_backends.py:2313
_BLNK_,extraction_output_field,BN_graphical,1,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/common_rules.py:81; BN_graphical/bn_venv/lib/python3.14/site-packages/numpy/f2py/common_rules.py:79; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/numpy/f2py/common_rules.py:84; BN_graphical/test_venv_310/lib/python3.10/site-packages/numpy/f2py/common_rules.py:84
__init__,extraction_output_field,BN_graphical,1,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sqlalchemy/testing/schema.py:212; BN_graphical/bn_venv/lib/python3.14/site-packages/sqlalchemy/testing/schema.py:186; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/sqlalchemy/testing/schema.py:212; BN_graphical/test_venv_310/lib/python3.10/site-packages/sqlalchemy/testing/schema.py:212
__init__.py,extraction_output_field,BN_graphical,1,76,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/tests/test_editable_install.py:174; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/tests/test_editable_install.py:334; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/tests/test_editable_install.py:373; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/tests/test_editable_install.py:376
__main__.py,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/tests/test_editable_install.py:103; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/setuptools/tests/test_editable_install.py:103; BN_graphical/test_venv_310/lib/python3.10/site-packages/setuptools/tests/test_editable_install.py:104
__members__,extraction_output_field,BN_graphical,1,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sqlalchemy/testing/schema.py:212; BN_graphical/bn_venv/lib/python3.14/site-packages/sqlalchemy/testing/schema.py:186; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/sqlalchemy/testing/schema.py:212; BN_graphical/test_venv_310/lib/python3.10/site-packages/sqlalchemy/testing/schema.py:212
_break,extraction_output_field,BN_graphical,1,12,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/rules.py:1216; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/rules.py:1222; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/rules.py:1228; BN_graphical/bn_venv/lib/python3.14/site-packages/numpy/f2py/rules.py:1276
_cached_at,extraction_output_field,Article_Finder_v3_2_3,1,1,Article_Finder_v3_2_3/ingest/doi_resolver.py:114
_check,extraction_output_field,BN_graphical,1,316,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:245; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:267; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:325; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:331
_comment,extraction_output_field,Article_Eater_PostQuinean_v1,1,4,Article_Eater_PostQuinean_v1/contracts/vocab/institution_tiers.json:85; Article_Eater_PostQuinean_v1/contracts/vocab/task_taxonomy.json:185; Article_Eater_PostQuinean_v1/contracts/vocab/task_taxonomy.json:292; Article_Eater_PostQuinean_v1/contracts/vocab/task_taxonomy.json:330
_depend,extraction_output_field,BN_graphical,1,108,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:446; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/rules.py:1018; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/rules.py:1040; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/rules.py:1068
_error,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/app/cli/article_eater_contract_cli.py:37
_extend_on,extraction_output_field,BN_graphical,1,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sqlalchemy/sql/schema.py:5724; BN_graphical/bn_venv/lib/python3.14/site-packages/sqlalchemy/sql/schema.py:5823; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/sqlalchemy/sql/schema.py:5724; BN_graphical/test_venv_310/lib/python3.10/site-packages/sqlalchemy/sql/schema.py:5724
_extensions,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/contracts/core.v1.schema.json:57
_id,extraction_output_field,BN_graphical,1,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/tests/io/json/test_json_table_schema.py:261; BN_graphical/bn_venv/lib/python3.14/site-packages/pandas/tests/io/json/test_json_table_schema.py:261; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/pandas/tests/io/json/test_json_table_schema.py:261; BN_graphical/test_venv_310/lib/python3.10/site-packages/pandas/tests/io/json/test_json_table_schema.py:261
_meta,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/contracts/core.v1.schema.json:67
_networkx_list_start,enum_value,BN_graphical,1,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/networkx/readwrite/gml.py:295; BN_graphical/bn_venv/lib/python3.14/site-packages/networkx/readwrite/gml.py:296; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/networkx/readwrite/gml.py:295; BN_graphical/test_venv_310/lib/python3.10/site-packages/networkx/readwrite/gml.py:295
_optional,extraction_output_field,BN_graphical,1,12,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:410; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:439; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:476; BN_graphical/bn_venv/lib/python3.14/site-packages/numpy/f2py/cb_rules.py:433
