variable_name,categories,repos,repo_count,kind_signals,source_count,example_sources
apparatus,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/docs/PANEL_CONSULTATION_EXTRACTION_TABLES_2026_02_08.md:182
appeal_type,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_THOUGHT_PIECE_2026_02_09.md:264
append,extraction_output_field,BN_graphical,1,attr,28,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/io/pytables.py:1107; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/io/pytables.py:1136; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/io/pytables.py:1241; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/io/pytables.py:1272; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/io/pytables.py:1822
appendable_frame,extraction_output_field,BN_graphical,1,json_key;py_key,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/io/pytables.py:1801; BN_graphical/bn_venv/lib/python3.14/site-packages/pandas/io/pytables.py:1900; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/pandas/io/pytables.py:1801; BN_graphical/test_venv_310/lib/python3.10/site-packages/pandas/io/pytables.py:1801
appendable_multiframe,extraction_output_field,BN_graphical,1,json_key;py_key,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/io/pytables.py:1802; BN_graphical/bn_venv/lib/python3.14/site-packages/pandas/io/pytables.py:1901; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/pandas/io/pytables.py:1802; BN_graphical/test_venv_310/lib/python3.10/site-packages/pandas/io/pytables.py:1802
appendable_multiseries,extraction_output_field,BN_graphical,1,json_key;py_key,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/io/pytables.py:1800; BN_graphical/bn_venv/lib/python3.14/site-packages/pandas/io/pytables.py:1899; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/pandas/io/pytables.py:1800; BN_graphical/test_venv_310/lib/python3.10/site-packages/pandas/io/pytables.py:1800
appendable_series,extraction_output_field,BN_graphical,1,json_key;py_key,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/io/pytables.py:1799; BN_graphical/bn_venv/lib/python3.14/site-packages/pandas/io/pytables.py:1898; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/pandas/io/pytables.py:1799; BN_graphical/test_venv_310/lib/python3.10/site-packages/pandas/io/pytables.py:1799
apple,extraction_output_field,BN_graphical,1,py_key,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic_core/core_schema.py:2440; BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic_core/core_schema.py:2711; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/pydantic_core/core_schema.py:2440; BN_graphical/test_venv_310/lib/python3.10/site-packages/pydantic_core/core_schema.py:2440
appleton_features,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/docs/PANEL_CONSULTATION_EXTRACTION_TABLES_2026_02_08.md:537
applicable,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_THOUGHT_PIECE_2026_02_09.md:307
applicable_contexts,database_column;extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key;sql_col,5,Article_Eater_PostQuinean_v1/Post_Quinean Setup/2/extraction_to_web.py:999; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/extraction_to_web.py:999; Article_Eater_PostQuinean_v1/db/sql/017_theories.sql:161; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:1491; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:1615
applicable_populations,database_column;extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key;sql_col,5,Article_Eater_PostQuinean_v1/Post_Quinean Setup/2/extraction_to_web.py:998; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/extraction_to_web.py:998; Article_Eater_PostQuinean_v1/db/sql/017_theories.sql:160; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:1490; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:1614
applies_method_from,enum_value,BN_graphical,1,enum:APPLIES_METHOD_FROM,1,BN_graphical/docs/LITERATURE_DISCOVERY_ENGINE_SPEC.md:581
applies_when,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_THEORETICAL_2026_02_09.md:489
appraisal,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:2096
approach/avoidance,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_rhs,1,Article_Eater_PostQuinean_v1/docs/02-15_02_Neuroscience_Panel_Templates_and_Taxonomy_V1.0.md:478
approach/preference,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_rhs,1,Article_Eater_PostQuinean_v1/docs/02-14_09_CMR_Revised_Spec_Panel_Templates_V2.0.md:479
approved,enum_value,BN_graphical,1,enum:APPROVED,2,BN_graphical/docs/SPRINT_4_COMPLETION.md:177; BN_graphical/src/ai_extraction/verification_queue.py:42
arch,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_lhs,1,Article_Eater_PostQuinean_v1/Post_Quinean Setup/expert_panel_sprint4_responses.md:557
arch.environ.biophilic,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_lhs,2,Article_Eater_PostQuinean_v1/Post_Quinean Setup/expert_panel_sprint4_responses.md:517; Article_Eater_PostQuinean_v1/Post_Quinean Setup/expert_panel_sprint4_responses.md:548
arch.pattern.axial_circulation_clear,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1547; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:21
arch.pattern.bay_window,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1554; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:23
arch.pattern.central_hearth,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1561; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:25
arch.pattern.circulation_maze_like,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1568; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:27
arch.pattern.colonnade,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1575; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:29
arch.pattern.corner_window,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1582; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:31
arch.pattern.daylight_hard,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1589; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:33
arch.pattern.daylight_soft,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1596; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:35
arch.pattern.double_height_space,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1603; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:37
arch.pattern.gallery_edge,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1610; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:39
arch.pattern.loft_mezzanine,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1617; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:41
arch.pattern.long_view_corridor,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1624; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:43
arch.pattern.perimeter_seating,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1631; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:45
arch.pattern.prospect_strong,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1638; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:47
arch.pattern.refuge_nook,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1645; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:49
arch.pattern.refuge_strong,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1652; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:51
arch.pattern.skylight_dominant,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1659; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:53
arch.pattern.staircase_sculptural,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1666; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:55
arch.pattern.threshold_emphasized,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1673; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:57
arch.pattern.window_seat_niche,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1680; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:59
arch.spatial.openness,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_lhs,1,Article_Eater_PostQuinean_v1/Post_Quinean Setup/expert_panel_sprint4_responses.md:593
architect,enum_value,Article_Eater_PostQuinean_v1,1,enum:ARCHITECT,2,Article_Eater_PostQuinean_v1/_review_package_2026_01_23/claim_gallery_builder.py:72; Article_Eater_PostQuinean_v1/src/services/claim_gallery_builder.py:72
architected,template_causal_chain_ref,BN_graphical,1,arrow_rhs,1,BN_graphical/docs/PANEL_CHECKPOINT_2.md:131
archive_dir,extraction_output_field,Article_Finder_v3_2_3,1,attr,1,Article_Finder_v3_2_3/ingest/pdf_watcher.py:29
archive_location,extraction_output_field,Outcome_Contractor,1,attr,1,Outcome_Contractor/contracts/article_finder_contracts.py:178
archive_raw_responses,extraction_output_field,Outcome_Contractor,1,attr,1,Outcome_Contractor/contracts/article_finder_contracts.py:362
archived,enum_value,Article_Eater_PostQuinean_v1,1,enum:ARCHIVED,2,Article_Eater_PostQuinean_v1/app/routes/lifecycle.py:60; Article_Eater_PostQuinean_v1/src/services/paper_lifecycle.py:45
area,extraction_output_field,BN_graphical,1,json_key;py_key,1,BN_graphical/contracts/bn.api.v2.schema.json:218
area_fraction,extraction_output_field,Tagging_Contractor,1,json_key;py_key,2,Tagging_Contractor/contracts/localized_image_tags.schema.json:74; Tagging_Contractor/contracts/localized_image_tags.schema.json:92
area_of_inquiry,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:351
area_pixels,extraction_output_field,Tagging_Contractor,1,json_key;py_key,1,Tagging_Contractor/contracts/localized_image_tags.schema.json:91
areas_of_agreement,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:447
areas_of_consensus,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:612
areas_of_debate,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:613
areas_of_disagreement,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:448
arg,extraction_output_field,BN_graphical,1,attr,24,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sqlalchemy/sql/schema.py:3389; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sqlalchemy/sql/schema.py:3523; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sqlalchemy/sql/schema.py:3527; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sqlalchemy/sql/schema.py:3558; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sqlalchemy/sql/schema.py:3563
argformat,extraction_output_field,BN_graphical,1,py_key,24,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/rules.py:1020; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/rules.py:1089; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/rules.py:387; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/rules.py:804; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/rules.py:882
argname,extraction_output_field,BN_graphical,1,py_key,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:640; BN_graphical/bn_venv/lib/python3.14/site-packages/numpy/f2py/cb_rules.py:662; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/numpy/f2py/cb_rules.py:645; BN_graphical/test_venv_310/lib/python3.10/site-packages/numpy/f2py/cb_rules.py:645
args,extraction_output_field,BN_graphical,1,attr;py_key,32,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:201; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:211; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:249; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:352; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic/v1/schema.py:1049
args_capi,extraction_output_field,BN_graphical,1,py_key,24,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/rules.py:1022; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/rules.py:1091; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/rules.py:376; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/rules.py:807; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/rules.py:884
args_nm,extraction_output_field,BN_graphical,1,py_key,16,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:203; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:213; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:250; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:358; BN_graphical/bn_venv/lib/python3.14/site-packages/numpy/f2py/cb_rules.py:226
args_td,extraction_output_field,BN_graphical,1,py_key,16,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:202; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:212; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:251; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:364; BN_graphical/bn_venv/lib/python3.14/site-packages/numpy/f2py/cb_rules.py:225
argument,extraction_output_field,BN_graphical,1,attr,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic/json_schema.py:1652; BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic/json_schema.py:1942; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/pydantic/json_schema.py:1652; BN_graphical/test_venv_310/lib/python3.10/site-packages/pydantic/json_schema.py:1652
argument_against,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr;json_key;py_key,2,Article_Eater_PostQuinean_v1/src/epistemic/extraction/argumentative.py:112; Article_Eater_PostQuinean_v1/src/epistemic/extraction/argumentative.py:126
argument_attack,enum_value,Article_Eater_PostQuinean_v1,1,enum:ARGUMENT_ATTACK,1,Article_Eater_PostQuinean_v1/src/services/gap_predictor.py:46
argument_attacks,extraction_output_field,Outcome_Contractor,1,attr,1,Outcome_Contractor/article_finder/seven_panel_extractor.py:259
argument_confidence,extraction_output_field,BN_graphical,1,attr,1,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:593
argument_flow,extraction_output_field,Outcome_Contractor,1,attr,1,Outcome_Contractor/article_finder/type_specific_extractor.py:33
argument_for,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr;json_key;py_key,2,Article_Eater_PostQuinean_v1/src/epistemic/extraction/argumentative.py:111; Article_Eater_PostQuinean_v1/src/epistemic/extraction/argumentative.py:125
argument_from_analogy,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,1,Article_Eater_PostQuinean_v1/contracts/vocab/argument_schemes.json:39
argument_from_commitment,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,1,Article_Eater_PostQuinean_v1/contracts/vocab/argument_schemes.json:69
argument_from_correlation_to_cause,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,1,Article_Eater_PostQuinean_v1/contracts/vocab/argument_schemes.json:49
argument_from_expert_opinion,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,1,Article_Eater_PostQuinean_v1/contracts/vocab/argument_schemes.json:7
argument_from_inconsistency,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,1,Article_Eater_PostQuinean_v1/contracts/vocab/argument_schemes.json:78
argument_from_negative_consequences,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,1,Article_Eater_PostQuinean_v1/contracts/vocab/argument_schemes.json:97
argument_from_position_to_know,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,1,Article_Eater_PostQuinean_v1/contracts/vocab/argument_schemes.json:60
argument_from_sign,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,1,Article_Eater_PostQuinean_v1/contracts/vocab/argument_schemes.json:19
argument_quality,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,2,Article_Eater_PostQuinean_v1/src/epistemic/extraction/theoretical_extractor.py:513; Article_Eater_PostQuinean_v1/src/epistemic/extraction/theoretical_extractor.py:523
argument_scheme,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr;json_key;py_key,40,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.claim.v2.schema.json:206; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.rule.v2.schema.json:108; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_CASE_STUDY_2026_02_09.md:243; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_CASE_STUDY_2026_02_09.md:460; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_ETHNOGRAPHIC_2026_02_09.md:264
argument_search,enum_value,Outcome_Contractor,1,enum:ARGUMENT_SEARCH,1,Outcome_Contractor/article_finder/search_retrieve/target_parser.py:25
argument_strength,extraction_output_field,BN_graphical,1,attr,2,BN_graphical/docs/research/ARCHITECTURE_REVIEW_AND_CONTRACTS.md:275; BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:363
argument_strength_score,extraction_output_field,BN_graphical,1,attr,1,BN_graphical/docs/research/ARCHITECTURE_REVIEW_AND_CONTRACTS.md:239
argumentative_challenge,enum_value,Article_Eater_PostQuinean_v1,1,enum:ARGUMENTATIVE_CHALLENGE,4,Article_Eater_PostQuinean_v1/claude_code_v2_final/docs/IMPLEMENTATION_TASKS.md:142; Article_Eater_PostQuinean_v1/docs/IMPLEMENTATION_TASKS.md:142; Article_Eater_PostQuinean_v1/docs/IMPLEMENTATION_TASKS_COMPLETE_V2.md:142; Article_Eater_PostQuinean_v1/src/services/web_of_belief.py:128
argumentative_support,enum_value,Article_Eater_PostQuinean_v1,1,enum:ARGUMENTATIVE_SUPPORT,4,Article_Eater_PostQuinean_v1/claude_code_v2_final/docs/IMPLEMENTATION_TASKS.md:141; Article_Eater_PostQuinean_v1/docs/IMPLEMENTATION_TASKS.md:141; Article_Eater_PostQuinean_v1/docs/IMPLEMENTATION_TASKS_COMPLETE_V2.md:141; Article_Eater_PostQuinean_v1/src/services/web_of_belief.py:127
argumentative_warrant,enum_value,Article_Eater_PostQuinean_v1,1,enum:ARGUMENTATIVE_WARRANT,4,Article_Eater_PostQuinean_v1/claude_code_v2_final/docs/IMPLEMENTATION_TASKS.md:212; Article_Eater_PostQuinean_v1/docs/IMPLEMENTATION_TASKS.md:212; Article_Eater_PostQuinean_v1/docs/IMPLEMENTATION_TASKS_COMPLETE_V2.md:212; Article_Eater_PostQuinean_v1/src/services/bridge_warrants.py:76
arguments,extraction_output_field,BN_graphical,1,attr;py_key,28,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic/json_schema.py:1577; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic/json_schema.py:1614; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic_core/core_schema.py:3239; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic_core/core_schema.py:3266; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic_core/core_schema.py:3298
arguments_against,enum_value,BN_graphical,1,enum:ARGUMENTS_AGAINST,1,BN_graphical/src/literature_integration/proposition_queries.py:38
arguments_both,enum_value,BN_graphical,1,enum:ARGUMENTS_BOTH,1,BN_graphical/src/literature_integration/proposition_queries.py:39
arguments_for,enum_value,BN_graphical,1,enum:ARGUMENTS_FOR,1,BN_graphical/src/literature_integration/proposition_queries.py:37
arguments_list,extraction_output_field,BN_graphical,1,attr,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic/_internal/_generate_schema.py:1538; BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic/_internal/_generate_schema.py:1977; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/pydantic/_internal/_generate_schema.py:1538; BN_graphical/test_venv_310/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:1538
arguments_schema,extraction_output_field,BN_graphical,1,attr,9,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic_core/core_schema.py:3229; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic_core/core_schema.py:3288; BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic_core/core_schema.py:3534; BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic_core/core_schema.py:3655; BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic_core/core_schema.py:3717
arm,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_rhs,1,Article_Eater_PostQuinean_v1/docs/PANEL_P-ECB-R_RESPONSES_2026-02-10.md:94
arousal_optimum,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,3,Article_Eater_PostQuinean_v1/contracts/vocab/task_taxonomy.json:18; Article_Eater_PostQuinean_v1/contracts/vocab/task_taxonomy.json:25; Article_Eater_PostQuinean_v1/contracts/vocab/task_taxonomy.json:32
arr,extraction_output_field,BN_graphical,1,attr,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sklearn/feature_extraction/image.py:310; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/sklearn/feature_extraction/image.py:310; BN_graphical/test_venv_310/lib/python3.10/site-packages/sklearn/feature_extraction/image.py:310
arrangement,extraction_output_field,Outcome_Contractor,1,json_key;py_key,2,Outcome_Contractor/article_finder/seven_panel_extractor.py:1396; Outcome_Contractor/article_finder/seven_panel_extractor.py:220
array_api_strict,enum_value,BN_graphical,1,enum:ARRAY_API_STRICT,1,BN_graphical/bn_venv/lib/python3.14/site-packages/scipy/_lib/array_api_extra/_lib/_backends.py:27
array_api_strict:strictest,enum_value,BN_graphical,1,enum:ARRAY_API_STRICTEST,1,BN_graphical/bn_venv/lib/python3.14/site-packages/scipy/_lib/array_api_extra/_lib/_backends.py:28
article_citation,extraction_output_field,BN_graphical,1,attr,1,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1092
article_contribution,extraction_output_field,BN_graphical,1,attr,2,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1150; BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1159
article_count,database_column,Article_Eater_PostQuinean_v1,1,sql_col,1,Article_Eater_PostQuinean_v1/db/sql/015_complete_schema.sql:184
article_difficulty,extraction_output_field,BN_graphical,1,attr,1,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1619
article_eater,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/VERSION_MANIFEST.json:21
article_essence_extraction,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_rhs,1,Article_Eater_PostQuinean_v1/docs/RENAME_SEVEN_PANEL_2026-02-11.md:1
article_finder,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/VERSION_MANIFEST.json:27
article_ids,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/db/sql/015_complete_schema.sql:220; Article_Eater_PostQuinean_v1/db/sql/015_core_tables.sql:117
